canonical	count	symbol	root	quality	pitch_names	root_qual	chord_size
"010001011111"	9	A9#5/C#addA#,G#	A	augmented	A augmented	C# E# G G# A A# B	7
"001000011101"	7	G/DaddA,A-	G	major	G major	D G A- A B	5
"110010000101"	8	*	D-	other	D- other	C D- F- A C-	5
"010101000000"	238	*	C#	major	C# major	C# D# E#	3
"100011000110"	147	Fmaj7/CaddB-	F	major	F major	C E F A B-	5
"000110000100"	388	*	A	other	A other	E- E A	3
"111000000010"	10	*	B-	other	B- other	C D- D B-	4
"011100010100"	10	*	A	major	A major	C# D D# G A	5
"100010110100"	190	F#/ob9/C	F#	diminished	F# diminished	C E F# G A	5
"011010001000"	441	C#maddD	C#	minor	C# minor	C# D E G#	4
"100000000101"	1245	*	A	minor	A minor	C A B	3
"010100011000"	83	*	C#	other	C# other	C# D# G G#	4
"001001011010"	839	Gm7/DaddA-	G	minor	G minor	D F G A- B-	5
"101100000011"	7	Cm9addB,omitG	C	minor	C minor	C D E- B- B	5
"101010110100"	136	D11/C	D	major	D major	C D E F# G A	6
"000011100000"	36	*	F	other	F other	E F F#	3
"101101010110"	7	Cm13	C	minor	C minor	C D E- F G A B-	7
"100110000101"	11	Adim/CaddE,B	A	other	A other	C E- E A B	5
"001111000000"	5	*	D	minor	D minor	D E- E F	4
"100010010101"	418	Am9/C	A	minor	A minor	C E G A B	5
"001100010000"	2337	*	E-	major	E- major	D E- G	3
"101000100100"	19712	D7/C	D	major	D major	C D F# A	4
"100110010010"	68	Cm7addE	C	other	C other	C E- E G B-	5
"101001000100"	4062	Dm7/C	D	minor	D minor	C D F A	4
"001100100001"	75	Bm/DaddD#	B	other	B other	D D# F# B	4
"010000110010"	189	F#/C#addG	F#	major	F# major	C# F# G A#	4
"011100000010"	18	*	D	other	D other	C# D D# A#	4
"000101110001"	7	*	E-	other	E- other	E- F G- G B	5
"000101101001"	12	F/ob9/C-	F	diminished	F diminished	E- F G- A- C-	5
"100000110000"	838	*	F#	other	F# other	C F# G	3
"110110010010"	5	Cm7addF-,D-	C	minor	C minor	C D- E- F- G B-	6
"000000010001"	36741	*	G	major	G major	G B	2
"000011110001"	24	EmaddF,F#	E	minor	E minor	E F F# G B	5
"101100010100"	83	A/o7/CaddD	A	diminished	A diminished	C D E- G A	5
"000011101100"	6	*	F	major	F major	E F F# G# A	5
"000010100110"	15	*	F#	other	F# other	E F# A A#	4
"110010010010"	387	Go7/C	G	diminished	G diminished	C D- F- G B-	5
"010110100100"	40	D#/ob9/C#	D#	diminished	D# diminished	C# D# E F# A	5
"010100010001"	52	G+/C#	G	augmented	G augmented	C# D# G B	4
"000001101101"	7	Fdim/C-addA,G-	F	other	F other	F G- A- A C-	5
"001011011001"	17	Em7/DaddF,A-	E	minor	E minor	D E F G A- B	6
"111000010001"	12	*	G	other	G other	C D- D G B	5
"010110000100"	233	A/C#addD#	A	major	A major	C# D# E A	4
"010010110101"	28	F#m7/C#addG,B	F#	minor	F# minor	C# E F# G A B	6
"000010100100"	3746	*	F#	minor	F# minor	E F# A	3
"101101011010"	6	Cm11addA-	C	minor	C minor	C D E- F G A- B-	7
"100000100001"	328	Bpower/C	B	other	B other	C F# B	3
"000101001100"	19	*	F	other	F other	E- F A- A	4
"001000111001"	5	Gmaj7/DaddG#	G	major	G major	D F# G G# B	5
"100010110001"	26	Cmaj7addF#	C	major	C major	C E F# G B	5
"010010110010"	129	F#7/C#addG	F#	major	F# major	C# E F# G A#	5
"110000110000"	6	*	F#	other	F# other	C C# F# G	4
"010010001011"	25	A#/ob9/C#	A#	diminished	A# diminished	C# E G# A# B	5
"000001001100"	316	*	F	other	F other	F A- A	3
"010101011101"	5	C#9addA,F##	C#	major	C# major	C# D# E# F## G# A B	7
"100001000000"	19590	Fpower/C	F	other	F other	C F	2
"110010001100"	13	D-mM7/CaddA	D-	other	D- other	C D- F- A- A	5
"100000100110"	105	F#dim/CaddA#	F#	other	F# other	C F# A A#	4
"001010011010"	13	E/o7/DaddG#	E	other	E other	D E G G# B-	5
"101001011000"	81	D/o7/CaddG	D	diminished	D diminished	C D F G A-	5
"011010010001"	175	C#/ob9	C#	diminished	C# diminished	C# D E G B	5
"000111000000"	29	*	F	other	F other	E- E F	3
"010001100000"	184	F#power/C#addE#	F#	other	F# other	C# E# F#	3
"001101000100"	669	DmaddE-	D	minor	D minor	D E- F A	4
"000100001100"	111	A-power/E-addA	A-	other	A- other	E- A- A	3
"101010001001"	116	C+M9	C	augmented	C augmented	C D E G# B	5
"110000011000"	20	*	A-	major	A- major	C D- G A-	4
"101000010101"	525	G/CaddA	G	major	G major	C D G A B	5
"010001011100"	5	A7+/C#addG#	A	augmented	A augmented	C# E# G G# A	5
"000010100001"	2163	Esus2	E	other	E other	E F# B	3
"001111011000"	6	DdimaddG,E,E-	D	diminished	D diminished	D E- E F G A-	6
"010000011010"	115	*	A#	minor	A# minor	C# G G# A#	4
"001001110010"	24	Gm7/DaddF#	G	minor	G minor	D F F# G B-	5
"001000001000"	5924	*	G#	other	G# other	D G#	2
"001000110011"	42	GmM7/DaddB	G	other	G other	D F# G B- B	5
"001000101000"	930	*	G#	other	G# other	D F# G#	3
"100101011010"	35	Fm11/C	F	minor	F minor	C E- F G A- B-	6
"010011110001"	6	C#/o7addE#,F#	C#	other	C# other	C# E E# F# G B	6
"000000010000"	79988	Gpedal	G	other	G other	G	1
"000000001000"	20567	G#pedal	G#	other	G# other	G#	1
"010101100100"	15	D#/o9/C#	D#	diminished	D# diminished	C# D# E# F# A	5
"001110001001"	66	*	E-	other	E- other	D E- E G# B	5
"000010000111"	10	EsusaddA#	A	other	A other	E A A# B	4
"000000000110"	3366	*	B-	other	B- other	A B-	2
"100010010000"	57662	C	C	major	C major	C E G	3
"101110000100"	7	Adim/CaddE,D	A	other	A other	C D E- E A	5
"101000011101"	5	G/CaddA,A-	G	major	G major	C D G A- A B	6
"100001001010"	891	Fm/CaddB-	F	minor	F minor	C F A- B-	4
"010011010110"	10	A7/C#addA#,E#	A	other	A other	C# E E# G A A#	6
"000000110011"	23	*	G	major	G major	F# G A# B	4
"000001100110"	9	*	F	other	F other	F F# A A#	4
"001000001101"	968	G#dim/DaddA	G#	diminished	G# diminished	D G# A B	4
"101000110000"	583	*	D	major	D major	C D F# G	4
"101000110110"	36	GmM11/C	G	minor	G minor	C D F# G A B-	6
"010000000110"	489	*	A	major	A major	C# A A#	3
"101001001010"	639	B-9/C	B-	major	B- major	C D F A- B-	5
"010101100000"	20	D#m9/C#	D#	minor	D# minor	C# D# E# F#	4
"000100000010"	11321	E-power	E-	other	E- other	E- B-	2
"000010110011"	14	EdimaddF#,B	E	other	E other	E F# G B- B	5
"110010100010"	6	G-7/C	G-	major	G- major	C D- F- G- B-	5
"100101100001"	6	CdimaddF,C-	C	diminished	C diminished	C E- F G- C-	5
"000000101001"	1129	*	G#	minor	G# minor	F# G# B	3
"010000100001"	1170	C#susaddB,omitG#	B	other	B other	C# F# B	3
"001001001000"	5909	Ddim	D	diminished	D diminished	D F A-	3
"010010011010"	45	A#o7/C#addG#	A#	diminished	A# diminished	C# E G G# A#	5
"011010010011"	14	C#ob9addB	C#	diminished	C# diminished	C# D E G B- B	6
"101101010000"	199	CmaddF,D	C	minor	C minor	C D E- F G	5
"001100000000"	2751	*	E-	other	E- other	D E-	2
"001011010010"	229	E/ob9/D	E	diminished	E diminished	D E F G B-	5
"110000101000"	25	*	A-	major	A- major	C D- G- A-	4
"011000110101"	19	*	G	major	G major	C# D F# G A B	6
"100001110000"	10	CsusaddF#	F	other	F other	C F F# G	4
"101100100101"	13	Ao9/CaddD	A	diminished	A diminished	C D E- G- A B	6
"000010010010"	7253	Edim	E	diminished	E diminished	E G B-	3
"110001001101"	23	D-maj7/C-addA,C-	D-	other	D- other	C D- F A- A C-	6
"100101000110"	1296	F7/CaddB-	F	major	F major	C E- F A B-	5
"100110010100"	26	A/o7/CaddE	A	other	A other	C E- E G A	5
"001001100100"	286	DmaddF#	D	other	D other	D F F# A	4
"100101100000"	87	CdimaddF	C	diminished	C diminished	C E- F G-	4
"010001000100"	1802	F+/C#	F	augmented	F augmented	C# F A	3
"111001101101"	38	*	B	other	B other	C D- D F F# A- A B	8
"010100001001"	62	G#m/C#	G#	minor	G# minor	C# D# G# B	4
"101010100000"	322	D9/C	D	major	D major	C D E F#	4
"000111010101"	5	E-+addA,F-,F	E-	augmented	E- augmented	E- F- F G A B	6
"011000000011"	37	BmM9/C#	B	minor	B minor	C# D A# B	4
"000100010110"	612	E-addA	E-	major	E- major	E- G A B-	4
"110011010000"	7	*	D-	other	D- other	C D- F- F G	5
"100101001001"	16	Fm7/C-addC-	F	other	F other	C E- F A- C-	5
"110000000000"	580	*	D-	other	D- other	C D-	2
"101010000010"	239	C9	C	major	C major	C D E B-	4
"101001000001"	1342	Bdim/C	B	diminished	B diminished	C D F B	4
"001001001110"	145	B-7/DaddA	B-	major	B- major	D F A- A B-	5
"101101001000"	184	D/ob9/C	D	diminished	D diminished	C D E- F A-	5
"100101000101"	58	F7/CaddB	F	major	F major	C E- F A B	5
"100011000100"	2200	Fmaj7/C	F	major	F major	C E F A	4
"100100010100"	1752	A/o7/C	A	diminished	A diminished	C E- G A	4
"011000110010"	14	D+M7/C#addG	D	augmented	D augmented	C# D F# G A#	5
"101001011010"	14	Gm7/CaddA-	G	minor	G minor	C D F G A- B-	6
"010010010010"	6925	A#o7/C#	A#	diminished	A# diminished	C# E G A#	4
"111001001100"	8	D-maj7/CaddA,D	D-	other	D- other	C D- D F A- A	6
"010011011010"	10	A#o7/C#addE#,G#	A#	other	A# other	C# E E# G G# A#	6
"111010010100"	11	Am7/CaddD-,D	A	minor	A minor	C D- D E G A	6
"001010010001"	4536	Em7/D	E	minor	E minor	D E G B	4
"110100100010"	5	C/ob9	C	diminished	C diminished	C D- E- G- B-	5
"100000100010"	278	*	C	other	C other	C G- B-	3
"011000101101"	17	G#/o11/C#	G#	diminished	G# diminished	C# D F# G# A B	6
"010011100100"	14	F#m7/C#addE#	F#	minor	F# minor	C# E E# F# A	5
"110100000010"	82	*	C	minor	C minor	C D- E- B-	4
"000000100010"	4024	*	F#	major	F# major	F# A#	2
"100001110010"	6	*	G-	major	G- major	C F G- G B-	5
"110010010101"	6	*	G	other	G other	C D- F- G A B	6
"110000100010"	18	G-/C	G-	major	G- major	C D- G- B-	4
"001100000110"	71	*	B-	major	B- major	D E- A B-	4
"010000101001"	185	*	G#	minor	G# minor	C# F# G# B	4
"010100100010"	185	D#m7/C#	D#	minor	D# minor	C# D# F# A#	4
"101101100100"	9	Dm7/CaddG-,E-	D	minor	D minor	C D E- F G- A	6
"010110001000"	105	C#maddD#	C#	minor	C# minor	C# D# E G#	4
"011001001101"	23	Bo9/C#addA	B	diminished	B diminished	C# D F A- A B	6
"001100011010"	47	E-maj7/DaddA-	E-	major	E- major	D E- G A- B-	5
"001000001100"	740	*	G#	other	G# other	D G# A	3
"000100110000"	463	*	E-	other	E- other	E- G- G	3
"011010110101"	28	C#/o11addA	C#	diminished	C# diminished	C# D E F# G A B	7
"010000001100"	950	*	A	major	A major	C# G# A	3
"010001010100"	117	F+/C#addG	F	augmented	F augmented	C# F G A	4
"100001000001"	779	*	B	other	B other	C F B	3
"000100101101"	243	A-m7/C-addA	A-	minor	A- minor	E- G- A- A C-	5
"011001101101"	10	G#ob9/C#addF#	G#	diminished	G# diminished	C# D F F# G# A B	7
"101001010100"	242	Dm7/CaddG	D	minor	D minor	C D F G A	5
"100110010001"	37	CmM7addE	C	other	C other	C E- E G B	5
"001011100101"	7	B/o7/DaddF#,E	B	other	B other	D E F F# A B	6
"001011100100"	20	DmaddF#,E	D	other	D other	D E F F# A	5
"100100100010"	315	C/o7	C	diminished	C diminished	C E- G- B-	4
"001011011010"	10	E/ob9/DaddA-	E	diminished	E diminished	D E F G A- B-	6
"101100101000"	98	A-7/CaddD	A-	major	A- major	C D E- G- A-	5
"100001100010"	18	*	G-	major	G- major	C F G- B-	4
"100000001010"	829	*	A-	major	A- major	C A- B-	3
"010000100011"	132	F#/C#addB	F#	major	F# major	C# F# A# B	4
"000001110100"	8	*	F	major	F major	F F# G A	4
"000101001000"	2390	*	F	minor	F minor	E- F A-	3
"000000110001"	2088	*	G	major	G major	F# G B	3
"000000011001"	307	*	G	major	G major	G G# B	3
"000100011010"	1170	E-addA-	E-	major	E- major	E- G A- B-	4
"011100100101"	6	Bm9/C#addD#	B	other	B other	C# D D# F# A B	6
"001000011010"	476	Gm/DaddA-	G	minor	G minor	D G A- B-	4
"111000000000"	41	*	D	other	D other	C C# D	3
"000001001011"	40	Fdim/C-addB-	F	diminished	F diminished	F A- B- C-	4
"010101101001"	5	C#11	C#	major	C# major	C# D# E# F# G# B	6
"010100100101"	108	B9/C#	B	major	B major	C# D# F# A B	5
"001011001010"	56	B-7/DaddE	B-	major	B- major	D E F A- B-	5
"000000010010"	27459	*	G	minor	G minor	G B-	2
"010000011000"	111	*	C#	other	C# other	C# G G#	3
"010110100010"	34	D#m7/C#addE	D#	minor	D# minor	C# D# E F# A#	5
"000110101001"	76	F-M9/C-	F-	major	F- major	E- F- G- A- C-	5
"100110110001"	10	CdimaddG,E,B	C	other	C other	C E- E G- G B	6
"101010010000"	2973	CaddD	C	major	C major	C D E G	4
"010010001000"	3685	C#m	C#	minor	C# minor	C# E G#	3
"111100010000"	6	CmaddD-,D	C	minor	C minor	C D- D E- G	5
"010010101001"	15	C#m7addF#	C#	minor	C# minor	C# E F# G# B	5
"000001100101"	45	*	B	other	B other	F F# A B	4
"011001010010"	36	Gm7/C#	G	minor	G minor	C# D F G B-	5
"001011000010"	523	B-/DaddE	B-	major	B- major	D E F B-	4
"101101010001"	39	CmM11	C	minor	C minor	C D E- F G B	6
"111000000100"	71	Dpower/CaddC#	D	other	D other	C C# D A	4
"011010001100"	70	Amaj7/C#addD	A	major	A major	C# D E G# A	5
"000001100010"	264	*	G-	major	G- major	F G- B-	3
"000000100110"	232	*	F#	other	F# other	F# A A#	3
"010100100110"	5	D#/o7/C#addA#	D#	other	D# other	C# D# F# A A#	5
"000100110101"	102	*	E-	other	E- other	E- G- G A B	5
"001100000001"	209	*	B	other	B other	D D# B	3
"000000101011"	9	G#m9/F#	G#	minor	G# minor	F# G# A# B	4
"001010110100"	688	DaddG,E	D	major	D major	D E F# G A	5
"000000011101"	13	*	G	major	G major	G G# A B	4
"000101001111"	5	F/o7/C-addA,B-	F	other	F other	E- F A- A B- C-	6
"011011000101"	6	B/o9/C#addE	B	diminished	B diminished	C# D E F A B	6
"001000000110"	2534	*	B-	major	B- major	D A B-	3
"100110000001"	29	*	C	other	C other	C E- E B	4
"100010110110"	20	F#/ob9/CaddB-	F#	diminished	F# diminished	C E F# G A B-	6
"000011011010"	11	EdimaddF,A-	E	diminished	E diminished	E F G A- B-	5
"100010000010"	4862	*	C	major	C major	C E B-	3
"100011011010"	13	FmM11/C	F	minor	F minor	C E F G A- B-	6
"011000000001"	811	*	B	minor	B minor	C# D B	3
"000010101000"	584	*	E	major	E major	E F# G#	3
"101000100000"	6320	*	D	major	D major	C D F#	3
"110110000000"	5	*	C	other	C other	C C# E- E	4
"011000000100"	2112	Dpower/C#	D	other	D other	C# D A	3
"101101010010"	34	Cm11	C	minor	C minor	C D E- F G B-	6
"000100000110"	706	*	A	other	A other	E- A B-	3
"010101001010"	27	A#m7/C#addD#	A#	minor	A# minor	C# D# E# G# A#	5
"010000010000"	5179	*	C#	other	C# other	C# G	2
"110001000001"	6	*	D-	major	D- major	C D- F C-	4
"001001011001"	536	G7/DaddA-	G	major	G major	D F G A- B	5
"001001110100"	12	DmaddG,F#	D	other	D other	D F F# G A	5
"011001000011"	5	B-/C#addB	B-	major	B- major	C# D F B- B	5
"000011001010"	27	*	A#	other	A# other	E E# G# A#	4
"110100001000"	215	A-/CaddD-	A-	major	A- major	C D- E- A-	4
"101000010011"	6	Gm/CaddB	G	other	G other	C D G B- B	5
"100000000011"	68	*	C	other	C other	C B- B	3
"010001100101"	26	F#mM7/C#addB	F#	minor	F# minor	C# E# F# A B	5
"010001001111"	7	A+M9/C#addA#	A	augmented	A augmented	C# E# G# A A# B	6
"001010100101"	167	Bm7/DaddE	B	minor	B minor	D E F# A B	5
"100110110000"	38	CdimaddG,E	C	other	C other	C E- E G- G	5
"100100010110"	264	A/ob9/C	A	diminished	A diminished	C E- G A B-	5
"010101001001"	19	C#9	C#	major	C# major	C# D# E# G# B	5
"010010011100"	104	A7/C#addG#	A	major	A major	C# E G G# A	5
"000101100010"	107	E-maddF	E-	minor	E- minor	E- F G- B-	4
"000010000011"	191	*	A#	other	A# other	E A# B	3
"001011010110"	18	E/o11/D	E	diminished	E diminished	D E F G A B-	6
"101001010101"	122	G11/C	G	major	G major	C D F G A B	6
"010000001110"	9	*	A	major	A major	C# G# A A#	4
"101100011010"	13	A-M9/CaddD	A-	major	A- major	C D E- G A- B-	6
"011000000110"	59	Dpower/C#addA#	D	other	D other	C# D A A#	4
"001010010010"	1645	E/o7/D	E	diminished	E diminished	D E G B-	4
"001000100110"	334	B-+M7/D	B-	augmented	B- augmented	D F# A B-	4
"001001001010"	14666	B-7/D	B-	major	B- major	D F A- B-	4
"000101000011"	14	*	C-	major	C- major	E- F B- C-	4
"001011100001"	13	Bdim/DaddF#,E	B	other	B other	D E F F# B	5
"110001001000"	449	D-maj7/C	D-	major	D- major	C D- F A-	4
"100100101001"	20	A-7/C-addC-	A-	other	A- other	C E- G- A- C-	5
"001001101010"	22	B-7/DaddF#	B-	other	B- other	D F F# A- B-	5
"010100101000"	84	*	D#	minor	D# minor	C# D# F# G#	4
"010000010101"	232	A9/C#	A	major	A major	C# G A B	4
"110001001010"	35	B-m9/C	B-	minor	B- minor	C D- F A- B-	5
"100000010101"	463	Am9/C	A	minor	A minor	C G A B	4
"000000100000"	30811	F#pedal	F#	other	F# other	F#	1
"101011100000"	5	Dm9/CaddF#,omitA	D	other	D other	C D E F F#	5
"100000110010"	61	*	C	other	C other	C G- G B-	4
"001000110000"	2313	Gpower/DaddF#	G	other	G other	D F# G	3
"100100011100"	39	A-maj7/CaddA	A-	major	A- major	C E- G A- A	5
"011100000000"	27	*	D	other	D other	C# D D#	3
"101000001110"	9	B-9/CaddA,omitF	B-	major	B- major	C D A- A B-	5
"000110100101"	292	C-7addF-	C-	major	C- major	E- F- G- B-- C-	5
"000011001001"	271	EaddE#	E	major	E major	E E# G# B	4
"110000000001"	13	*	C	other	C other	C C# B	3
"000100001011"	48	A-m/C-addB-	A-	minor	A- minor	E- A- B- C-	4
"011001100000"	16	*	D	major	D major	C# D E# F#	4
"101000000000"	10902	*	D	other	D other	C D	2
"010000100000"	4309	F#power/C#	F#	other	F# other	C# F#	2
"101000001000"	735	*	D	other	D other	C D A-	3
"011011010110"	8	C#o11addA	C#	diminished	C# diminished	C# D E F G A B-	7
"010001101100"	24	F#mM9/C#	F#	minor	F# minor	C# E# F# G# A	5
"010100001100"	10	*	A	major	A major	C# D# G# A	4
"110000100100"	151	F#dim/CaddC#	F#	other	F# other	C C# F# A	4
"000110000001"	534	F-power/C-addE-	F-	other	F- other	E- F- C-	3
"011000010110"	44	Gm/C#addA	G	minor	G minor	C# D G A B-	5
"010100000010"	1347	D#power/C#	D#	other	D# other	C# D# A#	3
"010010101101"	12	F#m11/C#	F#	minor	F# minor	C# E F# G# A B	6
"001011101101"	5	E7/DaddA,F,F#	E	major	E major	D E F F# G# A B	7
"000010001011"	58	EaddA#	E	major	E major	E G# A# B	4
"100101000100"	16446	F7/C	F	major	F major	C E- F A	4
"100101010010"	173	Cm7addF	C	minor	C minor	C E- F G B-	5
"010100110000"	38	*	D#	minor	D# minor	C# D# F# G	4
"010010010110"	455	A7/C#addB-	A	major	A major	C# E G A B-	5
"010011010010"	217	A#o7/C#addE#	A#	other	A# other	C# E E# G A#	5
"000100010000"	28393	*	E-	major	E- major	E- G	2
"101001001000"	1454	D/o7/C	D	diminished	D diminished	C D F A-	4
"001101001011"	15	B-7/DaddE-,B	B-	major	B- major	D E- F A- B- B	6
"001010110000"	468	Em9/D	E	minor	E minor	D E F# G	4
"010001000011"	37	A#m/C#addB	A#	minor	A# minor	C# E# A# B	4
"001001100001"	258	Bdim/DaddF#	B	other	B other	D F F# B	4
"010110110011"	17	C#/o13	C#	diminished	C# diminished	C# D# E F# G A# B	7
"000100100100"	4568	*	F#	minor	F# minor	E- F# A	3
"010110101000"	11	C#maddF#,D#	C#	minor	C# minor	C# D# E F# G#	5
"101101001010"	125	B-11/C	B-	major	B- major	C D E- F A- B-	6
"010101000100"	68	A+/C#addD#	A	augmented	A augmented	C# D# E# A	4
"000010001010"	326	*	A#	other	A# other	E G# A#	3
"000110110010"	6	E-maddG,F-	E-	other	E- other	E- F- G- G B-	5
"000101110010"	27	E-maddG,F	E-	other	E- other	E- F G- G B-	5
"010110100011"	7	BM11/C#	B	major	B major	C# D# E F# A# B	6
"000001110101"	9	*	G-	other	G- other	F G- G A B	5
"001000100101"	4002	Bm7/D	B	minor	B minor	D F# A B	4
"100100000110"	1096	Adim/CaddB-	A	diminished	A diminished	C E- A B-	4
"100010001100"	245	AmM7/C	A	minor	A minor	C E G# A	4
"011001001001"	124	Bo9/C#	B	diminished	B diminished	C# D F A- B	5
"010100100100"	321	D#/o7/C#	D#	diminished	D# diminished	C# D# F# A	4
"100101100101"	5	F7/C-addG-,C-	F	other	F other	C E- F G- A C-	6
"000000010101"	2591	*	G	major	G major	G A B	3
"001010100010"	105	D+addE	D	augmented	D augmented	D E F# A#	4
"000101011000"	334	Fm9/E-	F	minor	F minor	E- F G A-	4
"001001110000"	104	Gpower/DaddF,F#	G	other	G other	D F F# G	4
"000110010010"	79	E-addE	E-	major	E- major	E- E G B-	4
"000100100001"	7192	C-	C-	major	C- major	E- G- C-	3
"001010101000"	174	E9/D	E	major	E major	D E F# G#	4
"101000000001"	1550	*	B	minor	B minor	C D B	3
"001100000100"	383	DpoweraddE-	D	other	D other	D E- A	3
"011001011101"	14	G7/C#addA,A-	G	major	G major	C# D F G A- A B	7
"111000010101"	71	*	G	other	G other	C D- D G A B	6
"001010101001"	347	E9/D	E	major	E major	D E F# G# B	5
"000000000001"	41291	Bpedal	B	other	B other	B	1
"101100101001"	10	A-7/CaddB,D	A-	major	A- major	C D E- G- A- B	6
"010000011100"	24	*	A	major	A major	C# G G# A	4
"100010011110"	7	A-+M9/CaddA	A-	augmented	A- augmented	C E G A- A B-	6
"100011000000"	2103	Fpower/CaddE	F	other	F other	C E F	3
"000000000111"	10	*	B-	other	B- other	A B- B	3
"100001011100"	14	Fm/CaddG,A	F	other	F other	C F G A- A	5
"000011000000"	3392	*	F	other	F other	E F	2
"001100100101"	16	*	E-	other	E- other	D E- G- A B	5
"110101000100"	21	D-+M9/C	D-	augmented	D- augmented	C D- E- F A	5
"001000011110"	6	Gm/DaddA,A-	G	minor	G minor	D G A- A B-	5
"100001001000"	11341	Fm/C	F	minor	F minor	C F A-	3
"000000001011"	95	*	G#	minor	G# minor	G# A# B	3
"010101011000"	14	C#addF##,D#	C#	major	C# major	C# D# E# F## G#	5
"011001011111"	44	Gm7/C#addA,A-,B	G	other	G other	C# D F G A- A B- B	8
"101000100001"	582	Bm/C	B	minor	B minor	C D F# B	4
"001001100011"	12	B-/DaddF#,B	B-	other	B- other	D F F# B- B	5
"000001001000"	11849	*	F	minor	F minor	F A-	2
"101000010010"	1330	Gm/C	G	minor	G minor	C D G B-	4
"000000000101"	7289	*	B	other	B other	A B	2
"100101001000"	2164	Fm7/C	F	minor	F minor	C E- F A-	4
"101000100101"	970	Bm7/C	B	minor	B minor	C D F# A B	5
"001100000010"	1807	E-power/D	E-	other	E- other	D E- B-	3
"011101011111"	10	A+11/C#addA#,G#,D#	A	augmented	A augmented	C# D D# E# G G# A A# B	9
"011010010000"	1333	C#dimaddD	C#	diminished	C# diminished	C# D E G	4
"100001010101"	90	F/CaddG,B	F	major	F major	C F G A B	5
"000001000110"	1992	B-power/FaddA	B-	other	B- other	F A B-	3
"101011000100"	266	Dm9/C	D	minor	D minor	C D E F A	5
"011010001101"	155	AM11/C#	A	major	A major	C# D E G# A B	6
"101100010110"	11	A/o11/C	A	diminished	A diminished	C D E- G A B-	6
"010100011110"	15	*	A	major	A major	C# D# G G# A A#	6
"000001010101"	304	G9/F	G	major	G major	F G A B	4
"001101010010"	494	E-M9/D	E-	major	E- major	D E- F G B-	5
"100100010000"	22056	Cm	C	minor	C minor	C E- G	3
"000110100000"	355	*	E-	minor	E- minor	E- F- G-	3
"100101110000"	8	CdimaddG,F	C	other	C other	C E- F G- G	5
"100010000111"	11	Am/CaddB-,B	A	minor	A minor	C E A B- B	5
"000000000100"	77417	Apedal	A	other	A other	A	1
"001001001011"	221	B-7/DaddB	B-	major	B- major	D F A- B- B	5
"010001010010"	551	F##/o7/C#	F##	diminished	F## diminished	C# E# F## A#	4
"011001100010"	6	*	D	other	D other	C# D F F# A#	5
"010010100010"	2302	F#7/C#	F#	major	F# major	C# E F# A#	4
"100110000010"	36	*	C	other	C other	C E- E B-	4
"000000011100"	30	*	A	other	A other	G G# A	3
"001100100010"	105	E-mM7/D	E-	minor	E- minor	D E- G- B-	4
"001101000000"	1283	*	D	minor	D minor	D E- F	3
"010010001010"	161	A#/o7/C#	A#	diminished	A# diminished	C# E G# A#	4
"011011011111"	5	C#o11addA,G#,B	C#	other	C# other	C# D E F G G# A B- B	9
"100000010000"	23822	Cpower	C	other	C other	C G	2
"100000001001"	322	*	A-	other	A- other	C A- C-	3
"101011100100"	17	Dm9/CaddF#	D	other	D other	C D E F F# A	6
"110001001001"	18	D-maj7/C-addC-	D-	major	D- major	C D- F A- C-	5
"100000001100"	323	*	A-	major	A- major	C A- A	3
"011000100110"	6	Dmaj7/C#addA#	D	other	D other	C# D F# A A#	5
"001010000010"	1167	*	E	other	E other	D E B-	3
"100111000100"	131	F7/CaddE	F	major	F major	C E- E F A	5
"000110110100"	14	*	F-	other	F- other	E- F- G- G A	5
"001100010111"	5	E-maj7/DaddA,B	E-	other	E- other	D E- G A B- B	6
"000100110010"	192	E-maddG	E-	other	E- other	E- G- G B-	4
"011000110001"	24	Gmaj7/C#	G	major	G major	C# D F# G B	5
"010100010011"	16	G+/C#addA#	G	augmented	G augmented	C# D# G A# B	5
"010100100001"	216	B/C#	B	major	B major	C# D# F# B	4
"010010011000"	61	C#dimaddG#	C#	other	C# other	C# E G G#	4
"101000000011"	16	*	B-	major	B- major	C D B- B	4
"100100000011"	24	*	C	minor	C minor	C E- B- C-	4
"000001100100"	260	*	F	major	F major	F F# A	3
"011000010000"	919	*	C#	other	C# other	C# D G	3
"010100101100"	9	D#/o7/C#addG#	D#	diminished	D# diminished	C# D# F# G# A	5
"010101010100"	5	D#dom7dim5/C#addE#	D#	other	D# other	C# D# E# F## A	5
"111000010010"	14	Gdim/CaddD	G	other	G other	C D- D G B-	5
"001010101100"	57	DaddG#,E	D	major	D major	D E F# G# A	5
"101010000110"	9	Am/CaddB-,D	A	minor	A minor	C D E A B-	5
"000101010010"	2026	E-addF	E-	major	E- major	E- F G B-	4
"001111000010"	6	B-/DaddE,E-	B-	major	B- major	D E- E F B-	5
"101001100110"	7	B-M9/CaddF#	B-	other	B- other	C D F F# A B-	6
"001000110001"	2420	Gmaj7/D	G	major	G major	D F# G B	4
"010001001001"	1531	C#7	C#	major	C# major	C# E# G# B	4
"011000100000"	1903	*	D	major	D major	C# D F#	3
"010011010101"	14	A9/C#addE#	A	other	A other	C# E E# G A B	6
"000010011101"	5	EmaddA,G#	E	other	E other	E G G# A B	5
"101000101000"	152	Ddom7dim5/C	D	other	D other	C D F# A-	4
"000000010100"	10722	*	A	other	A other	G A	2
