canonical	count	symbol	root	quality	root_qual	common	root_common	pitch_names	chord_size
"000010111001"	88	EmaddG#,F#	E	other	E other	center-cluster pentachord	E center-cluster pentachord	E F# G G# B	5
"101001011110"	49	Gm7/CaddA,A-	G	minor	G minor		G 	C D F G A- A B-	7
"111001110101"	57	Gdom7dim5/CaddA,F#,D	G	other	G other	enigmatic octachord	G enigmatic octachord	C D- D F F# G A B	8
"000110011110"	5	E-addA,F-,A-	E-	major	E- major	combinatorial I (I3)	E- combinatorial I (I3)	E- F- G A- A B-	6
"100010100011"	135	F#dom7dim5/CaddB	F#	other	F# other	asssymetric pentamirror	F# asssymetric pentamirror	C E F# A# B	5
"010011000000"	1788	*	C#	other	C# other	major-minor trichord	C# major-minor trichord	C# E E#	3
"110011010100"	125	*	D-	other	D- other	combinatorial I (I7)	D- combinatorial I (I7)	C D- F- F G A	6
"100110000100"	2442	Adim/CaddE	A	other	A other	minor-diminished tetrachord	A minor-diminished tetrachord	C E- E A	4
"011110101001"	23	C#m7addD#,F#,D	C#	minor	C# minor		C# 	C# D D# E F# G# B	7
"010101111001"	16	C#dom7dim5addG#,F#,D#	C#	other	C# other	mystic heptaachord	C# mystic heptaachord	C# D# E# F# G G# B	7
"101010111001"	11	CM9addG#,F#	C	other	C other		C 	C D E F# G G# B	7
"011010101101"	276	C#m7addA,F#,D	C#	minor	C# minor	major scale	C# major scale	C# D E F# G# A B	7
"011110010101"	28	A11/C#addD#	A	major	A major	mystic heptaachord	A mystic heptaachord	C# D D# E G A B	7
"101000100111"	21	B-+M9/CaddB	B-	augmented	B- augmented		B- 	C D F# A B- B	6
"011010011000"	60	C#dimaddG#,D	C#	other	C# other	Javanese pentachord	C# Javanese pentachord	C# D E G G#	5
"101100101110"	39	A-9/CaddA,D	A-	major	A- major		A- 	C D E- G- A- A B-	7
"001001110110"	142	Gm9/DaddF#	G	minor	G minor	combinatorial P (P6)	G combinatorial P (P6)	D F F# G A B-	6
"001101000011"	162	B-/DaddE-,B	B-	major	B- major	Roma (Gypsy) pentachord	B- Roma (Gypsy) pentachord	D E- F B- B	5
"000011000111"	15	*	F	major	F major	double pentacluster	F double pentacluster	E F A B- B	5
"001000101101"	870	G#/ob9/D	G#	diminished	G# diminished	diminished-major ninth chord	G# diminished-major ninth chord	D F# G# A B	5
"001100001010"	1695	*	B-	major	B- major	tritone quartal tetrachord	B- tritone quartal tetrachord	D E- A- B-	4
"011000101000"	358	*	D	major	D major	minor-second quartal tetrachord	D minor-second quartal tetrachord	C# D F# G#	4
"111011111101"	255	Cmaj7addF#,D,F,A,D-,A-	C	major	C major	major-minor mixed	C major-minor mixed	C D- D E F F# G A- A B	10
"101000001010"	1622	B-9/C	B-	major	B- major	whole-tone tetramirror	B- whole-tone tetramirror	C D A- B-	4
"010101010001"	163	B+/C#addE#	B	augmented	B augmented	whole-tone pentachord	B whole-tone pentachord	C# D# E# F## B	5
"111000010100"	171	*	A	minor	A minor	double-seconds triple-fourth pentachord	A double-seconds triple-fourth pentachord	C D- D G A	5
"100000110101"	323	F#dim/CaddG,B	F#	diminished	F# diminished	locrian pentachord	F# locrian pentachord	C F# G A B	5
"000011010001"	3409	EmaddF	E	minor	E minor	all-interval tetrachord	E all-interval tetrachord	E F G B	4
"010100110001"	151	G+M7/C#	G	augmented	G augmented	enigmatic pentachord	G enigmatic pentachord	C# D# F# G B	5
"101010010110"	569	Am7/CaddB-,D	A	minor	A minor	dorian hexachord	A dorian hexachord	C D E G A B-	6
"110010010011"	209	Go7/C-addC	G	diminished	G diminished	combinatorial RI (RI3)	G combinatorial RI (RI3)	C D- F- G B- C-	6
"110110110100"	12	*	D-	other	D- other	alternating heptachord	D- alternating heptachord	C D- E- F- G- G A	7
"010010001101"	1909	AM9/C#	A	major	A major	major-ninth chord	A major-ninth chord	C# E G# A B	5
"001011000100"	8396	DmaddE	D	minor	D minor	major-second minor tetrachord	D major-second minor tetrachord	D E F A	4
"011111110011"	7	C#/o11addA#,E#,D#	C#	other	C# other		C# 	C# D D# E E# F# G A# B	9
"101011101011"	5	B-9/CaddB,F#,E	B-	other	B- other	Messiaen's mode 6	B- Messiaen's mode 6	C D E F F# A- B- B	8
"110010111110"	5	*	G-	major	G- major		G- 	C D- F- G- G A- A B-	8
"101111001110"	14	B-11/CaddA,E	B-	major	B- major	enigmatic octachord	B- enigmatic octachord	C D E- E F A- A B-	8
"101101110001"	99	CdimaddG,B,F,D	C	other	C other		C 	C D E- F G- G B	7
"100000001110"	97	*	A-	major	A- major	major-second tetracluster	A- major-second tetracluster	C A- A B-	4
"110011000101"	137	*	D-	other	D- other	combinatorial I (I1)	D- combinatorial I (I1)	C D- F- F A C-	6
"010011111001"	9	C#/o7addE#,G#,F#	C#	other	C# other		C# 	C# E E# F# G G# B	7
"010100010111"	45	G+/C#addA,A#	G	augmented	G augmented	combinatorial I (I1)	G combinatorial I (I1)	C# D# G A A# B	6
"001011011110"	116	E/ob9/DaddA,A-	E	diminished	E diminished		E 	D E F G A- A B-	7
"110011011101"	11	GN6/CaddA,F-,F	G	other	G other		G 	C D- F- F G A- A B	8
"011101100010"	41	D+M7/C#addE#,D#	D	augmented	D augmented	combinatorial P (P6)	D combinatorial P (P6)	C# D D# E# F# A#	6
"100010011011"	48	A-+M9/CaddB	A-	augmented	A- augmented	combinatorial I (I5)	A- combinatorial I (I5)	C E G A- B- B	6
"001010110011"	68	E/o9/DaddB	E	other	E other	combinatorial I (I11)	E combinatorial I (I11)	D E F# G B- B	6
"110101110000"	14	CdimaddG,F,D-	C	other	C other		C 	C D- E- F G- G	6
"010001101101"	154	F#mM11/C#	F#	minor	F# minor		F# 	C# E# F# G# A B	6
"001001010101"	6191	G9/D	G	major	G major	dominant-ninth	G dominant-ninth	D F G A B	5
"100011100100"	276	Fmaj7/CaddF#	F	major	F major	diminished pentacluster	F diminished pentacluster	C E F F# A	5
"010100000011"	431	BM9/C#	B	major	B major	phrygian tetrachord	B phrygian tetrachord	C# D# A# B	4
"010001011111"	17	A9#5/C#addA#,G#	A	augmented	A augmented		A 	C# E# G G# A A# B	7
"010001100100"	1352	F#mM7/C#	F#	minor	F# minor	minor-augmented tetrachord	F# minor-augmented tetrachord	C# E# F# A	4
"001111011010"	5	E-M11/DaddE	E-	major	E- major		E- 	D E- E F G A- B-	7
"001010001101"	5421	E7/DaddA	E	major	E major	Kumoi pentachord	E Kumoi pentachord	D E G# A B	5
"111100101010"	5	A-11/CaddD	A-	major	A- major	mystic heptaachord	A- mystic heptaachord	C D- D E- G- A- B-	7
"001010001001"	48716	E7/D	E	major	E major	dominant seventh chord	E dominant seventh chord	D E G# B	4
"100101011110"	41	Fm11/CaddA	F	other	F other	tritone major heptachord	F tritone major heptachord	C E- F G A- A B-	7
"101010000000"	10149	*	C	major	C major	whole-tone trichord	C whole-tone trichord	C D E	3
"110010000101"	780	*	D-	other	D- other	center-cluster pentachord	D- center-cluster pentachord	C D- F- A C-	5
"001011110100"	55	DmaddG,F#,E	D	other	D other	D all combinatorial (P6, I1, RI7)	D D all combinatorial (P6, I1, RI7)	D E F F# G A	6
"010011000101"	569	A/C#addE#,B	A	other	A other	enigmatic pentachord	A enigmatic pentachord	C# E E# A B	5
"110011111110"	11	*	G-	major	G- major		G- 	C D- F- F G- G A- A B-	9
"000100101001"	5058	A-m7/C-	A-	minor	A- minor	minor seventh chord	A- minor seventh chord	E- G- A- C-	4
"001000100011"	1416	BmM7/D	B	minor	B minor	minor-augmented tetrachord	B minor-augmented tetrachord	D F# A# B	4
"101100100001"	225	CdimaddD,B	C	diminished	C diminished	major-minor-diminished pentachord	C major-minor-diminished pentachord	C D E- G- B	5
"110010000011"	24	B-dim/C-addC	B-	diminished	B- diminished	blues pentacluster	B- blues pentacluster	C D- F- B- C-	5
"110011111111"	54	*	G-	major	G- major	chromatic decamirror	G- chromatic decamirror	C D- F- F G- G A- A B- C-	10
"010000111010"	47	F#/C#addG,G#	F#	major	F# major	major-seventh pentacluster	F# major-seventh pentacluster	C# F# G G# A#	5
"100011000110"	666	Fmaj7/CaddB-	F	major	F major	Balinese Pelog pentatonic	F Balinese Pelog pentatonic	C E F A B-	5
"010000011111"	7	A9/C#addA#,G#,omitE	A	major	A major	combinatorial I (I11)	A combinatorial I (I11)	C# G G# A A# B	6
"111000000010"	55	*	B-	other	B- other	major-second tetracluster	B- major-second tetracluster	C D- D B-	4
"111000001000"	64	D-power/CaddD	D-	other	D- other	major third testacluster	D- major third testacluster	C D- D A-	4
"000001011111"	14	*	G	other	G other	combinatorial I (I1)	G combinatorial I (I1)	F G A- A B- B	6
"011100011000"	18	*	C#	other	C# other	double pentacluster	C# double pentacluster	C# D D# G G#	5
"110110010010"	121	Cm7addF-,D-	C	minor	C minor	combinatorial I (I1)	C combinatorial I (I1)	C D- E- F- G B-	6
"000010100110"	258	*	F#	other	F# other	all-interval tetrachord	F# all-interval tetrachord	E F# A A#	4
"101100001110"	28	A-/CaddA,B-,D	A-	major	A- major		A- 	C D E- A- A B-	6
"101110000101"	12	Adim/CaddB,E,D	A	other	A other		A 	C D E- E A B	6
"110110100010"	47	C/ob9addF-	C	diminished	C diminished	combinatorial RI (RI8)	C combinatorial RI (RI8)	C D- E- F- G- B-	6
"010101011100"	18	D#dom7dim5/C#addE#,G#	D#	other	D# other	combinatorial I (I5)	D# combinatorial I (I5)	C# D# E# F## G# A	6
"101101010110"	91	Cm13	C	minor	C minor	major scale	C major scale	C D E- F G A B-	7
"111011100101"	10	*	B	other	B other		B 	C D- D E F F# A B	8
"111111101111"	5	C/o11addA,A-,B,E,D	C	other	C other	chromatic undecamirror	C chromatic undecamirror	C D- D E- E F G- A- A B- B	11
"100111010010"	54	Cm7addF,E	C	other	C other		C 	C E- E F G B-	6
"011010010111"	56	A7/C#addB-,B,D	A	major	A major		A 	C# D E G A B- B	7
"000000011011"	206	*	G	other	G other	alternating tetramirror	G alternating tetramirror	G G# B- B	4
"011001010110"	141	*	G	minor	G minor	combinatorial I (I11)	G combinatorial I (I11)	C# D F G A B-	6
"101111011000"	6	D/o11/CaddE	D	diminished	D diminished		D 	C D E- E F G A-	7
"111101001010"	15	B-m11/CaddD	B-	other	B- other	tritone major heptachord	B- tritone major heptachord	C D- D E- F A- B-	7
"101100010101"	82	A/o9/CaddD	A	diminished	A diminished	melodic-minor hexachord	A melodic-minor hexachord	C D E- G A B	6
"101010101101"	352	C+M9addA,F#	C	augmented	C augmented	melodic minor ascending scale	C melodic minor ascending scale	C D E F# G# A B	7
"101001000100"	21733	Dm7/C	D	minor	D minor	minor seventh chord	D minor seventh chord	C D F A	4
"101011110100"	103	Dm11/CaddF#	D	other	D other	tritone major heptachord	D tritone major heptachord	C D E F F# G A	7
"011100000101"	59	Bm9/C#addD#,omitF#	B	other	B other	tritone-contracting pentachord	B tritone-contracting pentachord	C# D D# A B	5
"001100100001"	1073	Bm/DaddD#	B	other	B other	major-minor tetramirror	B major-minor tetramirror	D D# F# B	4
"010000110010"	1527	F#/C#addG	F#	major	F# major	major-diminished tetrachord	F# major-diminished tetrachord	C# F# G A#	4
"100101111100"	31	Fm7/CaddG,G-,A	F	other	F other		F 	C E- F G- G A- A	7
"001110101101"	15	*	E-	other	E- other		E- 	D E- E F# G# A B	7
"100000001011"	94	*	A-	other	A- other	major-second tetracluster	A- major-second tetracluster	C A- B- C-	4
"101010011011"	10	A-+M9/CaddB,D	A-	augmented	A- augmented		A- 	C D E G A- B- B	7
"101011101001"	24	Bob9/CaddF#,E	B	other	B other		B 	C D E F F# A- B	7
"101100010100"	1031	A/o7/CaddD	A	diminished	A diminished	Kumoi pentachord	A Kumoi pentachord	C D E- G A	5
"100101101100"	124	Fm7/CaddA,G-	F	other	F other	combinatorial I (I1)	F combinatorial I (I1)	C E- F G- A- A	6
"110010010010"	3179	Go7/C	G	diminished	G diminished	flat-ninth pentachord	G flat-ninth pentachord	C D- F- G B-	5
"000100100000"	35851	*	E-	minor	E- minor	interval class 3	E- interval class 3	E- G-	2
"111000101101"	25	Bpower/CaddA,A-,D-,D	B	other	B other		B 	C D- D F# A- A B	7
"000101101101"	74	F/ob9/C-addA	F	other	F other	combinatorial RI (RI8)	F combinatorial RI (RI8)	E- F G- A- A C-	6
"110110010110"	62	Cm7addA,F-,D-	C	minor	C minor	diminished scale	C diminished scale	C D- E- F- G A B-	7
"001011011001"	221	Em7/DaddF,A-	E	minor	E minor	combinatorial I (I1)	E combinatorial I (I1)	D E F G A- B	6
"101110110101"	18	CmM9addA,F#,E	C	other	C other	blues	C blues	C D E- E F# G A B	8
"110000101110"	36	G-/CaddA,A-	G-	major	G- major		G- 	C D- G- A- A B-	6
"000110111001"	11	F-M9/C-addG	F-	major	F- major	combinatorial P (P6)	F- combinatorial P (P6)	E- F- G- G A- C-	6
"100101111010"	9	Fm7/CaddG,G-,B-	F	minor	F minor		F 	C E- F G- G A- B-	7
"101011100101"	51	B/o11/CaddF#	B	other	B other		B 	C D E F F# A B	7
"001000111001"	162	Gmaj7/DaddG#	G	major	G major	diminished pentacluster	G diminished pentacluster	D F# G G# B	5
"100010110001"	392	Cmaj7addF#	C	major	C major	Hirajoshi pentatonic	C Hirajoshi pentatonic	C E F# G B	5
"010010110010"	2839	F#7/C#addG	F#	major	F# major	flat-ninth pentachord	F# flat-ninth pentachord	C# E F# G A#	5
"110000110000"	88	*	F#	other	F# other	double tritone tetramirror	F# double tritone tetramirror	C C# F# G	4
"001101100011"	47	E-mM9/DaddB	E-	other	E- other		E- 	D E- F G- B- B	6
"110001100101"	50	D-+M7/C-addG-	D-	augmented	D- augmented	all tri-chord hexachord (inverted form)	D- all tri-chord hexachord (inverted form)	C D- F G- A C-	6
"010001110110"	13	F#mM7/C#addG,A#	F#	other	F# other	combinatorial I (I11)	F# combinatorial I (I11)	C# E# F# G A A#	6
"001001111001"	129	G7/DaddF#,A-	G	major	G major	combinatorial RI (RI3)	G combinatorial RI (RI3)	D F F# G A- B	6
"001010011010"	137	E/o7/DaddG#	E	other	E other	Javanese pentatonic	E Javanese pentatonic	D E G G# B-	5
"110010110010"	188	G-7/CaddG	G-	major	G- major	Stravinsky's Petrouchka-chord	G- Stravinsky's Petrouchka-chord	C D- F- G- G B-	6
"011000101110"	11	Dmaj7/C#addA#,G#	D	other	D other	combinatorial I (I1)	D combinatorial I (I1)	C# D F# G# A A#	6
"001000111011"	6	GmM7/DaddG#,B	G	other	G other	combinatorial I (I11)	G combinatorial I (I11)	D F# G G# B- B	6
"111001000010"	226	B-m/CaddD	B-	other	B- other	center-cluster pentachord	B- center-cluster pentachord	C D- D F B-	5
"101010000111"	6	Am/CaddB-,B,D	A	minor	A minor	combinatorial I (I11)	A combinatorial I (I11)	C D E A B- B	6
"111110110011"	5	C/ob9addG,B,E,D	C	other	C other		C 	C D- D E- E G- G B- B	9
"010001100000"	1887	F#power/C#addE#	F#	other	F# other	incomplete major-seventh chord	F# incomplete major-seventh chord	C# E# F#	3
"111010000001"	62	*	C	major	C major	major-second pentacluster	C major-second pentacluster	C D- D E B	5
"001101000100"	3013	DmaddE-	D	minor	D minor	all-interval tetrachord	D all-interval tetrachord	D E- F A	4
"100101111101"	58	Fm7/CaddG,G-,A,B	F	other	F other		F 	C E- F G- G A- A B	8
"101000010101"	2590	G/CaddA	G	major	G major	major pentachord	G major pentachord	C D G A B	5
"010001011100"	107	A7+/C#addG#	A	augmented	A augmented	augmented pentacluster	A augmented pentacluster	C# E# G G# A	5
"010000011110"	36	*	A	major	A major	blues pentacluster	A blues pentacluster	C# G G# A A#	5
"000010100001"	10505	Esus2	E	other	E other	quartal trichord	E quartal trichord	E F# B	3
"001111011000"	11	DdimaddG,E,E-	D	diminished	D diminished		D 	D E- E F G A-	6
"010001010111"	92	A9#5/C#addA#	A	augmented	A augmented	combinatorial I (I3)	A combinatorial I (I3)	C# E# G A A# B	6
"100101111001"	5	Fm7/C-addG,G-,C-	F	other	F other		F 	C E- F G- G A- C-	7
"010100100110"	197	D#/o7/C#addA#	D#	other	D# other	Neapolitan pentachord	D# Neapolitan pentachord	C# D# F# A A#	5
"000010011101"	189	EmaddA,G#	E	other	E other	center-cluster pentachord	E center-cluster pentachord	E G G# A B	5
"001101110001"	34	*	E-	other	E- other	combinatorial I (I5)	E- combinatorial I (I5)	D E- F G- G B	6
"001000110011"	268	GmM7/DaddB	G	other	G other	major-augmented ninth chord	G major-augmented ninth chord	D F# G B- B	5
"101101000101"	135	B/ob9/CaddE-	B	diminished	B diminished	combinatorial RI (RI8)	B combinatorial RI (RI8)	C D E- F A B	6
"100101011010"	292	Fm11/C	F	minor	F minor	C all combinatorial (P6, I3, RI9)	F C all combinatorial (P6, I3, RI9)	C E- F G A- B-	6
"000011011000"	223	*	E	other	E other	alternating tetramirror	E alternating tetramirror	E E# G G#	4
"001011000111"	44	B-maj7/DaddE,B	B-	major	B- major	combinatorial I (I11)	B- combinatorial I (I11)	D E F A B- B	6
"101001111000"	26	D/o7/CaddG,F#	D	other	D other		D 	C D F F# G A-	6
"100110000101"	156	Adim/CaddE,B	A	other	A other	Roma (Gypsy) pentachord	A Roma (Gypsy) pentachord	C E- E A B	5
"001110001001"	676	*	E-	other	E- other	diminished pentacluster	E- diminished pentacluster	D E- E G# B	5
"011101101001"	12	C#7addD#,F#,D	C#	major	C# major		C# 	C# D D# E# F# G# B	7
"111101111011"	10	C/o11addG,A-,B,D	C	other	C other	major-minor mixed	C major-minor mixed	C D- D E- F G- G A- B- B	10
"010011000010"	2048	A#dim/C#addE#	A#	other	A# other	minor-diminished tetrachord	A# minor-diminished tetrachord	C# E E# A#	4
"010111001001"	73	C#m9addE#	C#	other	C# other		C# 	C# D# E E# G# B	6
"101110000100"	108	Adim/CaddE,D	A	other	A other	minor-seventh pentacluster	A minor-seventh pentacluster	C D E- E A	5
"010011010110"	179	A7/C#addA#,E#	A	other	A other	double-phrygian heachord	A double-phrygian heachord	C# E E# G A A#	6
"000000110011"	216	*	G	major	G major	Arabian tetramirror	G Arabian tetramirror	F# G A# B	4
"011011010010"	129	C#o11	C#	diminished	C# diminished	combinatorial I (I11)	C# combinatorial I (I11)	C# D E F G B-	6
"101000110110"	323	GmM11/C	G	minor	G minor		G 	C D F# G A B-	6
"010000000110"	2144	*	A	major	A major	major-minor trichord	A major-minor trichord	C# A A#	3
"101001001010"	3774	B-9/C	B-	major	B- major	dominant-ninth	B- dominant-ninth	C D F A- B-	5
"000010110011"	214	EdimaddF#,B	E	other	E other	Roma (Gypsy) pentachord	E Roma (Gypsy) pentachord	E F# G B- B	5
"001100101011"	39	A-m9/C-addD	A-	minor	A- minor	combinatorial I (I11)	A- combinatorial I (I11)	D E- G- A- B- C-	6
"011000101010"	145	D+M7/C#addG#	D	augmented	D augmented	enigmatic pentachord	D enigmatic pentachord	C# D F# G# A#	5
"010000100001"	7463	C#susaddB,omitG#	B	other	B other	quartal trichord	B quartal trichord	C# F# B	3
"011000101011"	81	G#/o9/C#	G#	diminished	G# diminished	melodic-minor hexachord	G# melodic-minor hexachord	C# D F# G# A# B	6
"001001001000"	24187	Ddim	D	diminished	D diminished	diminished triad	D diminished triad	D F A-	3
"100101011011"	28	Fm11/CaddB	F	minor	F minor	modified blues	F modified blues	C E- F G A- B- B	7
"101101010000"	1041	CmaddF,D	C	minor	C minor	dorian pentachord	C dorian pentachord	C D E- F G	5
"101101101010"	15	C/o9addF,A-	C	diminished	C diminished	melodic minor ascending scale	C melodic minor ascending scale	C D E- F G- A- B-	7
"001011010010"	1397	E/ob9/D	E	diminished	E diminished	diminished-major ninth chord	E diminished-major ninth chord	D E F G B-	5
"111101010101"	15	CmM7addA,F,D-,D	C	minor	C minor		C 	C D- D E- F G A B	8
"110000101000"	789	*	A-	major	A- major	tritone quartal tetrachord	A- tritone quartal tetrachord	C D- G- A-	4
"110101010111"	33	Cm7addA,F,D-,B	C	minor	C minor		C 	C D- E- F G A B- B	8
"101100100101"	309	Ao9/CaddD	A	diminished	A diminished	combinatorial I (I1)	A combinatorial I (I1)	C D E- G- A B	6
"010011101100"	21	F#m9/C#addE#	F#	minor	F# minor	combinatorial P (P6)	F# combinatorial P (P6)	C# E E# F# G# A	6
"111100100100"	128	Ao7/CaddD-,D	A	diminished	A diminished	combinatorial RI (RI3)	A combinatorial RI (RI3)	C D- D E- G- A	6
"110110100100"	91	Co11	C	diminished	C diminished	combinatorial I (I11)	C combinatorial I (I11)	C D- E- F- G- B--	6
"110110010000"	103	CmaddF-,D-	C	minor	C minor	major-minor-diminished pentachord	C major-minor-diminished pentachord	C D- E- F- G	5
"101001010111"	36	Gm11/CaddB	G	other	G other	tritone major heptachord	G tritone major heptachord	C D F G A B- B	7
"111011111011"	8	C7addF#,D,B,F,D-,A-	C	major	C major	Messiaen's mode 7	C Messiaen's mode 7	C D- D E F F# G A- B- B	10
"100101100000"	933	CdimaddF	C	diminished	C diminished	perfect-fourth diminished tetrachord	C perfect-fourth diminished tetrachord	C E- F G-	4
"110011010001"	59	*	G	other	G other	complement of all tri-chord hexachord	G complement of all tri-chord hexachord	C D- F- F G B	6
"010100001001"	1992	G#m/C#	G#	minor	G# minor	perfect-fourth minor tetrachord	G# perfect-fourth minor tetrachord	C# D# G# B	4
"110010110001"	97	*	D-	minor	D- minor	combinatorial I (I11)	D- combinatorial I (I11)	C D- F- G- G C-	6
"111011001100"	41	D-maj7/CaddA,E,D	D-	other	D- other		D- 	C D- D E F A- A	7
"101010100000"	2054	D9/C	D	major	D major	whole-tone tetramirror	D whole-tone tetramirror	C D E F#	4
"010011011110"	6	A7/C#addA#,E#,G#	A	other	A other		A 	C# E E# G G# A A#	7
"011000000011"	386	BmM9/C#	B	minor	B minor	alternating tetramirror	B alternating tetramirror	C# D A# B	4
"000100010110"	4537	E-addA	E-	major	E- major	all-interval tetrachord	E- all-interval tetrachord	E- G A B-	4
"110011010000"	139	*	D-	other	D- other	Roma (Gypsy) pentachord	D- Roma (Gypsy) pentachord	C D- F- F G	5
"100100000101"	1032	Adim/CaddB	A	diminished	A diminished	harmonic minor tetrachord	A harmonic minor tetrachord	C E- A B	4
"100101001001"	599	Fm7/C-addC-	F	other	F other	Neapolitan pentachord	F Neapolitan pentachord	C E- F A- C-	5
"101000110011"	7	GmM7/CaddB	G	other	G other	combinatorial I (I3)	G combinatorial I (I3)	C D F# G B- B	6
"100011110001"	6	Cmaj7addF,F#	C	major	C major	combinatorial RI (RI3)	C combinatorial RI (RI3)	C E F F# G B	6
"011000011001"	116	G/C#addG#	G	major	G major	Balinese pentachord	G Balinese pentachord	C# D G G# B	5
"101101001000"	1153	D/ob9/C	D	diminished	D diminished	diminished-major ninth chord	D diminished-major ninth chord	C D E- F A-	5
"111001100100"	74	D-+M7/CaddF#,D	D-	other	D- other	Schoenberg Anagram hexachord	D- Schoenberg Anagram hexachord	C D- D F F# A	6
"011100101001"	28	G#/o7/C#addD#	G#	other	G# other	blues scale	G# blues scale	C# D D# F# G# B	6
"110001111111"	86	*	G-	other	G- other	chromatic nonamirror	G- chromatic nonamirror	C D- F G- G A- A B- B	9
"011000110010"	301	D+M7/C#addG	D	augmented	D augmented	Persian pentamirror	D Persian pentamirror	C# D F# G A#	5
"111001111101"	6	Gdom7dim5/CaddA,A-,F#,D	G	other	G other		G 	C D- D F F# G A- A B	9
"111101100100"	45	D-+M11/CaddD	D-	augmented	D- augmented	Debussy's heptatonic	D- Debussy's heptatonic	C D- D E- F G- A	7
"101101001110"	52	B-11/CaddA	B-	major	B- major		B- 	C D E- F A- A B-	7
"110001001110"	45	B-m9/CaddA	B-	minor	B- minor	combinatorial P (P6)	B- combinatorial P (P6)	C D- F A- A B-	6
"001101001000"	2481	DdimaddE-	D	diminished	D diminished	minor-second diminished tetrachord	D minor-second diminished tetrachord	D E- F A-	4
"001010010001"	21244	Em7/D	E	minor	E minor	minor seventh chord	E minor seventh chord	D E G B	4
"100000100010"	2395	*	C	other	C other	incomplete half-diminished seventh chord	C incomplete half-diminished seventh chord	C G- B-	3
"011000101101"	155	G#/o11/C#	G#	diminished	G# diminished	minor hexachord	G# minor hexachord	C# D F# G# A B	6
"001100001100"	47	*	G#	other	G# other	double tritone tetramirror	G# double tritone tetramirror	D D# G# A	4
"000000100010"	28121	*	F#	major	F# major	interval class 4	F# interval class 4	F# A#	2
"001010111100"	25	DaddG,G#,E	D	major	D major	combinatorial I (I3)	D combinatorial I (I3)	D E F# G G# A	6
"100001110010"	52	*	G-	major	G- major	double-seconds triple-fourth pentachord	G- double-seconds triple-fourth pentachord	C F G- G B-	5
"011010000111"	31	A/C#addA#,B,D	A	major	A major		A 	C# D E A A# B	6
"010101100110"	39	D#/o9/C#addA#	D#	other	D# other	combinatorial I (I11)	D# combinatorial I (I11)	C# D# E# F# A A#	6
"110001110111"	12	G-maj7/CaddG,A,B	G-	other	G- other		G- 	C D- F G- G A B- B	8
"010011100010"	539	F#7/C#addE#	F#	major	F# major	diminished pentacluster	F# diminished pentacluster	C# E E# F# A#	5
"010000101001"	2098	*	G#	minor	G# minor	quartal tetramirror	G# quartal tetramirror	C# F# G# B	4
"000011110000"	32	*	E	minor	E minor	chromatic tetramirror	E chromatic tetramirror	E F F# G	4
"010100100010"	5141	D#m7/C#	D#	minor	D# minor	minor seventh chord	D# minor seventh chord	C# D# F# A#	4
"101101100100"	254	Dm7/CaddG-,E-	D	minor	D minor	combinatorial I (I1)	D combinatorial I (I1)	C D E- F G- A	6
"110101100011"	6	C/o11addC-	C	diminished	C diminished		C 	C D- E- F G- B- C-	7
"010110001000"	2006	C#maddD#	C#	minor	C# minor	major-second minor tetrachord	C# major-second minor tetrachord	C# D# E G#	4
"011001001101"	402	Bo9/C#addA	B	diminished	B diminished	double-phrygian heachord	B double-phrygian heachord	C# D F A- A B	6
"111010101101"	83	Bsus/CaddA,A-,D-,D	B	other	B other	Spanish octatonic scale	B Spanish octatonic scale	C D- D E F# A- A B	8
"011100000010"	267	*	D	other	D other	minor third tetracluster	D minor third tetracluster	C# D D# A#	4
"011010110110"	72	C#ob9addA,F#	C#	diminished	C# diminished	harmonic major scale	C# harmonic major scale	C# D E F# G A B-	7
"001000001100"	2890	*	G#	other	G# other	tritone-fourth	G# tritone-fourth	D G# A	3
"101111000100"	50	Dm7/CaddE,E-	D	minor	D minor		D 	C D E- E F A	6
"010100010101"	188	G+/C#addA	G	augmented	G augmented	whole-tone pentachord	G whole-tone pentachord	C# D# G A B	5
"001111100001"	8	Bdim/DaddE-,F#,E	B	other	B other		B 	D E- E F F# B	6
"011100010101"	67	G/C#addA,D#	G	other	G other	combinatorial I (I5)	G combinatorial I (I5)	C# D D# G A B	6
"011001110111"	20	*	G	other	G other		G 	C# D F F# G A B- B	8
"100001011101"	22	Fm/CaddG,A,B	F	other	F other		F 	C F G A- A B	6
"011001101101"	76	G#ob9/C#addF#	G#	diminished	G# diminished	harmonic minor scale	G# harmonic minor scale	C# D F F# G# A B	7
"010101101010"	80	D#m11/C#	D#	minor	D# minor	C all combinatorial (P6, I3, RI9)	D# C all combinatorial (P6, I3, RI9)	C# D# E# F# G# A#	6
"100110010001"	279	CmM7addE	C	other	C other	major-augmented ninth chord	C major-augmented ninth chord	C E- E G B	5
"110010110100"	103	*	D-	other	D- other	combinatorial RI (RI1)	D- combinatorial RI (RI1)	C D- F- G- G A	6
"001011011010"	122	E/ob9/DaddA-	E	diminished	E diminished	combinatorial RI (RI8)	E combinatorial RI (RI8)	D E F G A- B-	6
"111010001100"	98	A-+/CaddA,D-,D	A-	augmented	A- augmented	combinatorial I (I3)	A- combinatorial I (I3)	C D- D E A- A	6
"001100101001"	220	A-m7/C-addD	A-	minor	A- minor	Neapolitan pentachord	A- Neapolitan pentachord	D E- G- A- C-	5
