canonical	count	symbol	root	quality	root_qual	common	root_common	pitch_names	chord_size
"001100001000"	1905	*	D	other	D other	tritone-fourth	D tritone-fourth	D E- A-	3
"001101110101"	41	*	E-	other	E- other		E- 	D E- F G- G A B	7
"111010101111"	13	*	B-	other	B- other		B- 	C D- D E F# A- A B- B	9
"011001110010"	30	Gm7/C#addF#	G	minor	G minor	quasi raga Bauli	G quasi raga Bauli	C# D F F# G B-	6
"101010100110"	173	B-+M9/CaddE	B-	augmented	B- augmented	Scriabin's Mystic-chord	B- Scriabin's Mystic-chord	C D E F# A B-	6
"100000111000"	367	*	A-	major	A- major	major third tetracluster	A- major third tetracluster	C G- G A-	4
"100000001100"	2042	*	A-	major	A- major	major-minor trichord	A- major-minor trichord	C A- A	3
"001110000100"	64	DpoweraddE,E-	D	other	D other	perfect fourth tetramirror	D perfect fourth tetramirror	D E- E A	4
"111010000111"	13	Am/CaddB-,B,D-,D	A	minor	A minor		A 	C D- D E A B- B	7
"000101101010"	229	E-maddF,A-	E-	minor	E- minor	dorian pentachord	E- dorian pentachord	E- F G- A- B-	5
"011100101000"	43	*	D	major	D major	double-seconds triple-fourth pentachord	D double-seconds triple-fourth pentachord	C# D D# F# G#	5
"001101001010"	4687	B-7/DaddE-	B-	major	B- major	Kumoi pentachord	B- Kumoi pentachord	D E- F A- B-	5
"000110001011"	142	F-maj7/C-addB-	F-	major	F- major	Hirajoshi pentatonic	F- Hirajoshi pentatonic	E- F- A- B- C-	5
"110110101101"	33	Co11addC-,A-	C	diminished	C diminished	blues	C blues	C D- E- F- G- A- B-- C-	8
"001010000000"	43273	*	E	other	E other	interval class 2	E interval class 2	D E	2
"110110101000"	74	D-mM11/C	D-	minor	D- minor		D- 	C D- E- F- G- A-	6
"000000000011"	6239	*	C-	other	C- other	interval class 1	C- interval class 1	B- C-	2
"010000111101"	12	F#m/C#addG,G#,B	F#	minor	F# minor	combinatorial I (I11)	F# combinatorial I (I11)	C# F# G G# A B	6
"110101000011"	12	B-m/C-addC,E-	B-	minor	B- minor	combinatorial I (I11)	B- combinatorial I (I11)	C D- E- F B- C-	6
"101101011011"	25	Cm11addA-,B	C	minor	C minor	blues	C blues	C D E- F G A- B- B	8
"010000000001"	18165	*	C#	other	C# other	interval class 2	C# interval class 2	C# B	2
"111100001010"	45	A-/CaddB-,D-,D	A-	major	A- major	combinatorial I (I3)	A- combinatorial I (I3)	C D- D E- A- B-	6
"010011010011"	138	A#ob9/C#addE#	A#	other	A# other	Messiaen's truncated mode 2	A# Messiaen's truncated mode 2	C# E E# G A# B	6
"100001110110"	8	F/CaddG,G-,B-	F	major	F major		F 	C F G- G A B-	6
"101011011010"	110	C11addA-	C	major	C major	melodic minor ascending scale	C melodic minor ascending scale	C D E F G A- B-	7
"100011110101"	15	FM9/CaddF#,B	F	major	F major		F 	C E F F# G A B	7
"010001001101"	1056	A+M9/C#	A	augmented	A augmented	augmented-diminished ninth chord	A augmented-diminished ninth chord	C# E# G# A B	5
"000100111101"	29	*	E-	other	E- other		E- 	E- G- G A- A B	6
"000110111010"	13	E-maddG,F-,A-	E-	other	E- other		E- 	E- F- G- G A- B-	6
"101000100110"	1179	B-+M9/C	B-	augmented	B- augmented	augmented-diminished ninth chord	B- augmented-diminished ninth chord	C D F# A B-	5
"010111000110"	7	A/C#addA#,E#,D#	A	other	A other	all tri-chord hexachord (inverted form)	A all tri-chord hexachord (inverted form)	C# D# E E# A A#	6
"010110011010"	70	A#o7/C#addG#,D#	A#	diminished	A# diminished	combinatorial RI (RI9)	A# combinatorial RI (RI9)	C# D# E G G# A#	6
"110110000010"	48	B-dim/CaddE-	B-	diminished	B- diminished	alternating pentachord	B- alternating pentachord	C D- E- F- B-	5
"101011101101"	39	Bob9/CaddA,F#,E	B	other	B other		B 	C D E F F# A- A B	8
"101000110101"	930	GM11/C	G	major	G major	locrian hexachord	G locrian hexachord	C D F# G A B	6
"101000110111"	7	GmM11/CaddB	G	other	G other		G 	C D F# G A B- B	7
"000001010100"	9948	*	F	major	F major	whole-tone trichord	F whole-tone trichord	F G A	3
"010011001111"	9	AM9/C#addA#,E#	A	other	A other		A 	C# E E# G# A A# B	7
"010001011010"	481	A#m/C#addG,G#	A#	minor	A# minor	diminished-major ninth chord	A# diminished-major ninth chord	C# E# G G# A#	5
"011010101011"	145	C#m7addA#,F#,D	C#	minor	C# minor	melodic minor ascending scale	C# melodic minor ascending scale	C# D E F# G# A# B	7
"001001100101"	552	B/o7/DaddF#	B	other	B other	Neapolitan pentachord	B Neapolitan pentachord	D F F# A B	5
"010000111000"	51	F#power/C#addG,G#	F#	other	F# other	perfect fourth tetramirror	F# perfect fourth tetramirror	C# F# G G#	4
"011001100101"	200	B/o9/C#addF#	B	other	B other	combinatorial I (I11)	B combinatorial I (I11)	C# D F F# A B	6
"011100101101"	11	G#/o11/C#addD#	G#	other	G# other		G# 	C# D D# F# G# A B	7
"001010111101"	19	Em11/DaddG#	E	other	E other	tritone major heptachord	E tritone major heptachord	D E F# G G# A B	7
"000100100110"	2080	E-maddA	E-	minor	E- minor	minor-diminished tetrachord	E- minor-diminished tetrachord	E- G- A B-	4
"000000111100"	24	*	F#	minor	F# minor	chromatic tetramirror	F# chromatic tetramirror	F# G G# A	4
"110110110110"	105	C/ob9addG,F-,A	C	other	C other	octatonic scale	C octatonic scale	C D- E- F- G- G A B-	8
"111101010111"	13	Cm7addA,B,F,D-,D	C	minor	C minor		C 	C D- D E- F G A B- B	9
"101010111000"	17	CaddG#,F#,D	C	other	C other	combinatorial I (I5)	C combinatorial I (I5)	C D E F# G G#	6
"111001010010"	88	G/o7/CaddD	G	other	G other	blues scale	G blues scale	C D- D F G B-	6
"101100000110"	276	Adim/CaddB-,D	A	diminished	A diminished	locrian pentachord	A locrian pentachord	C D E- A B-	5
"000110100011"	169	C-maj7addF-	C-	major	C- major	Balinese Pelog pentatonic	C- Balinese Pelog pentatonic	E- F- G- B- C-	5
"100100011010"	1255	A-M9/C	A-	major	A- major	major-ninth chord	A- major-ninth chord	C E- G A- B-	5
"111110101001"	5	A-7/CaddB,D-,E,D	A-	other	A- other		A- 	C D- D E- E G- A- B	8
"101011011110"	187	C11addA,A-	C	major	C major	Spanish octatonic scale	C Spanish octatonic scale	C D E F G A- A B-	8
"010100101001"	722	G#m7/C#	G#	minor	G# minor	major pentatonic	G# major pentatonic	C# D# F# G# B	5
"101111010001"	43	CmM11addE	C	other	C other		C 	C D E- E F G B	7
"000010011100"	562	Apower/EaddG,G#	A	other	A other	minor third tetracluster	A minor third tetracluster	E G G# A	4
"001111000101"	35	B/o7/DaddE,E-	B	diminished	B diminished		B 	D E- E F A B	6
"110010111100"	5	D-mM7/CaddG,G-,A	D-	other	D- other		D- 	C D- F- G- G A- A	7
"000000101100"	2579	*	F#	minor	F# minor	minor trichord	F# minor trichord	F# G# A	3
"100100111100"	248	A-7/CaddG,A	A-	major	A- major	combinatorial RI (RI3)	A- combinatorial RI (RI3)	C E- G- G A- A	6
"100110010000"	1746	CmaddE	C	other	C other	major-minor tetramirror	C major-minor tetramirror	C E- E G	4
"001000101110"	64	DaddA#,G#	D	other	D other	augmented pentacluster	D augmented pentacluster	D F# G# A A#	5
"111001011100"	11	D-maj7/CaddG,A,D	D-	other	D- other	Greek chromatic	D- Greek chromatic	C D- D F G A- A	7
"110011001000"	146	D-mM7/CaddF	D-	other	D- other	major-augmented ninth chord	D- major-augmented ninth chord	C D- F- F A-	5
"100111110101"	11	F7/CaddG,G-,E,B	F	major	F major		F 	C E- E F G- G A B	8
"101000110001"	614	Gmaj7/C	G	major	G major	Balinese Pelog pentatonic	G Balinese Pelog pentatonic	C D F# G B	5
"011000110111"	20	GmM9/C#addB	G	other	G other		G 	C# D F# G A B- B	7
"001101110000"	56	E-mM9/DaddG,omitB-	E-	other	E- other	Spanish pentacluster	E- Spanish pentacluster	D E- F G- G	5
"111110110110"	6	Ao11/CaddG,E,D	A	other	A other		A 	C D- D E- E G- G A B-	9
"010010100000"	10119	F#power/C#addE	F#	other	F# other	incomplete dominant-seventh chord	F# incomplete dominant-seventh chord	C# E F#	3
"001011010100"	1487	DmaddG,E	D	minor	D minor	dorian pentachord	D dorian pentachord	D E F G A	5
"100001110111"	11	F/CaddG,G-,B-,B	F	major	F major		F 	C F G- G A B- B	7
"111000010110"	164	Gdim/CaddA,D	G	other	G other		G 	C D- D G A B-	6
"001001111101"	108	G7/DaddA,F#,A-	G	major	G major		G 	D F F# G A- A B	7
"001000100100"	216640	D	D	major	D major	major triad	D major triad	D F# A	3
"000101010001"	1605	E-+addF	E-	augmented	E- augmented	augmented seventh chord	E- augmented seventh chord	E- F G B	4
"000100100011"	3441	C-maj7	C-	major	C- major	major seventh chord	C- major seventh chord	E- G- B- C-	4
"010100111100"	12	D#/o7/C#addG,G#	D#	diminished	D# diminished		D# 	C# D# F# G G# A	6
"100000001111"	12	*	A-	major	A- major	chromatic pentamirror	A- chromatic pentamirror	C A- A B- B	5
"100110011110"	12	A-M9/CaddA,E	A-	other	A- other		A- 	C E- E G A- A B-	7
"000001111101"	26	*	G-	other	G- other	combinatorial I (I11)	G- combinatorial I (I11)	F G- G A- A B	6
"100000111010"	12	*	F#	other	F# other	tritone-expanding pentachord	F# tritone-expanding pentachord	C F# G A- B-	5
"101011010110"	416	C13	C	major	C major	major scale	C major scale	C D E F G A B-	7
"110101001110"	38	B-m11/CaddA	B-	minor	B- minor		B- 	C D- E- F A- A B-	7
"011111001001"	5	C#m7addD#,E#,D	C#	other	C# other		C# 	C# D D# E E# G# B	7
"000111100000"	48	*	E-	minor	E- minor	chromatic tetramirror	E- chromatic tetramirror	E- F- F G-	4
"001000101111"	18	G#/ob9/DaddA#	G#	diminished	G# diminished		G# 	D F# G# A A# B	6
"110010001101"	225	D-mM7/C-addA	D-	other	D- other	combinatorial P (P6)	D- combinatorial P (P6)	C D- F- A- A C-	6
"111000000101"	76	*	B	other	B other	major-second pentacluster	B major-second pentacluster	C D- D A B	5
"100100011110"	41	A-M9/CaddA	A-	major	A- major		A- 	C E- G A- A B-	6
"010010000110"	2379	A/C#addA#	A	major	A major	major-diminished tetrachord	A major-diminished tetrachord	C# E A A#	4
"100011100001"	16	*	C	major	C major	double pentacluster	C double pentacluster	C E F F# B	5
"100001101000"	1129	Fm/CaddG-	F	minor	F minor	all-interval tetrachord	F all-interval tetrachord	C F G- A-	4
"011110010001"	64	C#/ob9addD#	C#	diminished	C# diminished		C# 	C# D D# E G B	6
"110010000010"	1012	*	A#	other	A# other	harmonic minor tetrachord	A# harmonic minor tetrachord	C C# E A#	4
"011011010011"	43	C#o11addB	C#	diminished	C# diminished	alternating heptachord	C# alternating heptachord	C# D E F G B- B	7
"000111010110"	8	E-addA,F-,F	E-	major	E- major		E- 	E- F- F G A B-	6
"011101110001"	8	C#dom7dim5addD#,F#,D	C#	other	C# other		C# 	C# D D# E# F# G B	7
"010100011010"	1382	*	A#	minor	A# minor	Kumoi pentachord	A# Kumoi pentachord	C# D# G G# A#	5
"000110110011"	49	C-maj7addG,F-	C-	other	C- other		C- 	E- F- G- G B- C-	6
"111010000010"	41	*	C	major	C major	tritone-symmetric pentamirror	C tritone-symmetric pentamirror	C D- D E B-	5
"000110000111"	49	F-power/C-addA,B-,E-	F-	other	F- other	double pentacluster	F- double pentacluster	E- F- A B- C-	5
"000101100000"	1611	*	E-	minor	E- minor	minor trichord	E- minor trichord	E- F G-	3
"011010110001"	179	C#/o11	C#	diminished	C# diminished	minor hexachord	C# minor hexachord	C# D E F# G B	6
"100001010110"	1923	F/CaddG,B-	F	major	F major	major pentachord	F major pentachord	C F G A B-	5
"010100101101"	229	G#m7/C#addA	G#	minor	G# minor	dorian hexachord	G# dorian hexachord	C# D# F# G# A B	6
"110000010100"	498	*	A	other	A other	all-interval tetrachord	A all-interval tetrachord	C C# G A	4
"101100010000"	6799	CmaddD	C	minor	C minor	major-second minor tetrachord	C major-second minor tetrachord	C D E- G	4
"101101000110"	655	B-M11/C	B-	major	B- major	locrian hexachord	B- locrian hexachord	C D E- F A B-	6
"100000000000"	272264	Cpedal	C	other	C other	unison	C unison	C	1
"001001010110"	2281	Gm9/D	G	minor	G minor	minor-ninth chord	G minor-ninth chord	D F G A B-	5
"000001101001"	830	Fdim/C-addG-	F	diminished	F diminished	minor-second diminished tetrachord	F minor-second diminished tetrachord	F G- A- C-	4
"101100110000"	399	CdimaddG,D	C	other	C other	Roma (Gypsy) pentachord	C Roma (Gypsy) pentachord	C D E- G- G	5
"100000010010"	24045	CpoweraddB-	C	other	C other	incomplete dominant-seventh chord	C incomplete dominant-seventh chord	C G B-	3
"110011110101"	44	*	D-	other	D- other		D- 	C D- F- F G- G A C-	8
"110010010001"	450	*	D-	minor	D- minor	diminished pentacluster	D- diminished pentacluster	C D- F- G C-	5
"001010101010"	129	D+addG#,E	D	augmented	D augmented	whole-tone pentachord	D whole-tone pentachord	D E F# G# A#	5
"000000010001"	125294	*	G	major	G major	interval class 4	G interval class 4	G B	2
"101100011101"	11	A-maj7/CaddA,B,D	A-	major	A- major		A- 	C D E- G A- A B	7
"010000010110"	1341	*	A	major	A major	harmonic minor tetrachord	A harmonic minor tetrachord	C# G A B-	4
"001110000101"	83	*	B	minor	B minor	double-seconds triple-fourth pentachord	B double-seconds triple-fourth pentachord	D E- E A B	5
"100001111101"	50	Fm/CaddG,G-,A,B	F	other	F other		F 	C F G- G A- A B	7
"111001010000"	32	*	D-	major	D- major	double-seconds triple-fourth pentachord	D- double-seconds triple-fourth pentachord	C D- D F G	5
"100000010110"	1957	*	A	minor	A minor	minor tetramirror	A minor tetramirror	C G A B-	4
"000011010111"	5	EdimaddA,F,B	E	other	E other		E 	E F G A B- B	6
"100001101011"	37	Fm/C-addB-,G-,C-	F	other	F other		F 	C F G- A- B- C-	6
"100110011011"	22	A-M9/CaddE,B	A-	other	A- other	Gypsy (Roma) hexatonic	A- Gypsy (Roma) hexatonic	C E- E G A- B- B	7
"010110100000"	526	*	D#	minor	D# minor	minor tetramirror	D# minor tetramirror	C# D# E F#	4
"100111110001"	8	CdimaddG,F,E,B	C	other	C other		C 	C E- E F G- G B	7
"111011011110"	24	C7addA,A-,F,D-,D	C	major	C major		C 	C D- D E F G A- A B-	9
"110010101000"	109	D-mM7/CaddG-	D-	minor	D- minor	enigmatic pentachord	D- enigmatic pentachord	C D- F- G- A-	5
"110110001010"	35	B-/o9/CaddE-	B-	diminished	B- diminished	melodic-minor hexachord	B- melodic-minor hexachord	C D- E- F- A- B-	6
"011100011001"	18	G/C#addG#,D#	G	other	G other	all tri-chord hexachord (inverted form)	G all tri-chord hexachord (inverted form)	C# D D# G G# B	6
"110001010011"	27	G/o7/CaddB	G	other	G other		G 	C D- F G B- B	6
"010101000111"	9	A+/C#addA#,D#,B	A	augmented	A augmented	combinatorial I (I11)	A combinatorial I (I11)	C# D# E# A A# B	6
"001101110010"	21	E-mM9/DaddG	E-	other	E- other	combinatorial P (P6)	E- combinatorial P (P6)	D E- F G- G B-	6
"100001110011"	10	*	G-	other	G- other	double cluster hexamirror	G- double cluster hexamirror	C F G- G B- B	6
"001010001000"	18115	*	E	major	E major	incomplete dominant-seventh chord	E incomplete dominant-seventh chord	D E G#	3
"010000001011"	463	*	A#	minor	A# minor	minor tetramirror	A# minor tetramirror	C# G# A# B	4
"101000001100"	298	*	D	other	D other	all-interval tetrachord	D all-interval tetrachord	C D A- A	4
"010010010000"	27798	C#dim	C#	diminished	C# diminished	diminished triad	C# diminished triad	C# E G	3
"000001000011"	1044	B-power/C-	B-	other	B- other	tritone-fourth	B- tritone-fourth	F B- C-	3
"010101000011"	127	A#m/C#addD#,B	A#	minor	A# minor	phrygian pentachord	A# phrygian pentachord	C# D# E# A# B	5
"000010001110"	104	Apower/EaddA#,G#	A	other	A other	major third testacluster	A major third testacluster	E G# A A#	4
"101100110100"	429	Ao7/CaddG,D	A	diminished	A diminished	combinatorial RI (RI9)	A combinatorial RI (RI9)	C D E- G- G A	6
"011010000110"	187	A/C#addA#,D	A	major	A major	Roma (Gypsy) pentachord	A Roma (Gypsy) pentachord	C# D E A A#	5
"100000000100"	116540	*	A	minor	A minor	interval class 3	A interval class 3	C A	2
"000101011010"	1041	E-addF,A-	E-	major	E- major	major pentachord	E- major pentachord	E- F G A- B-	5
"010000110101"	216	F#m/C#addG,B	F#	minor	F# minor	phrygian pentachord	F# phrygian pentachord	C# F# G A B	5
"100101001111"	12	Fm7/C-addA,B-,C-	F	other	F other		F 	C E- F A- A B- C-	7
"000100000000"	154533	Ebpedal	E-	other	E- other	unison	E- unison	E-	1
"001010110001"	1731	Em9/D	E	minor	E minor	minor-ninth chord	E minor-ninth chord	D E F# G B	5
"011011001100"	238	DmM9/C#addG#	D	minor	D minor		D 	C# D E F G# A	6
"100001000010"	12904	CsusaddB-,omitG	B-	other	B- other	quartal trichord	B- quartal trichord	C F B-	3
"010111001010"	12	A#/o7/C#addE#,D#	A#	other	A# other	blues scale	A# blues scale	C# D# E E# G# A#	6
"000101001010"	4523	*	F	minor	F minor	quartal tetramirror	F quartal tetramirror	E- F A- B-	4
"001010000001"	24907	Epower/D	E	other	E other	incomplete dominant-seventh chord	E incomplete dominant-seventh chord	D E B	3
"100001000011"	154	CsusaddB-,B,omitG	B-	other	B- other	perfect fourth tetramirror	B- perfect fourth tetramirror	C F B- B	4
"101010110010"	132	C9addF#	C	major	C major	augmented-eleventh	C augmented-eleventh	C D E F# G B-	6
"100000110011"	15	*	G	other	G other	Asian pentacluster	G Asian pentacluster	C F# G B- B	5
"011000100000"	6081	*	D	major	D major	incomplete major-seventh chord	D incomplete major-seventh chord	C# D F#	3
"001010010010"	11328	E/o7/D	E	diminished	E diminished	half-diminished seventh chord	E half-diminished seventh chord	D E G B-	4
"100011100110"	93	Fmaj7/CaddB-,F#	F	major	F major	complement of all tri-chord hexachord	F complement of all tri-chord hexachord	C E F F# A B-	6
"001110001000"	284	*	E	major	E major	major third tetracluster	E major third tetracluster	D D# E G#	4
"101110010000"	122	CmaddE,D	C	other	C other	center-cluster pentachord	C center-cluster pentachord	C D E- E G	5
"000001001001"	15794	Fdim/C-	F	diminished	F diminished	diminished triad	F diminished triad	F A- C-	3
"011010101000"	234	C#maddF#,D	C#	minor	C# minor	phrygian pentachord	C# phrygian pentachord	C# D E F# G#	5
"111101001101"	5	*	B	other	B other		B 	C D- D E- F A- A B	8
"010001100010"	3387	F#maj7/C#	F#	major	F# major	major seventh chord	F# major seventh chord	C# E# F# A#	4
"110100001101"	75	A-/C-addA,C-,D-	A-	other	A- other		A- 	C D- E- A- A C-	6
"000010001000"	63389	*	E	major	E major	interval class 4	E interval class 4	E G#	2
"111100010010"	107	Cm7addD-,D	C	minor	C minor		C 	C D- D E- G B-	6
"001000010110"	7941	Gm/DaddA	G	minor	G minor	major-second minor tetrachord	G major-second minor tetrachord	D G A B-	4
"101101001011"	10	B-11/CaddB	B-	major	B- major		B- 	C D E- F A- B- B	7
"000010000101"	17240	Esus	A	other	A other	quartal trichord	A quartal trichord	E A B	3
"000000011000"	8551	*	A-	other	A- other	interval class 1	A- interval class 1	G A-	2
"111010011101"	6	A-+M7/CaddA,B,D-,D	A-	augmented	A- augmented		A- 	C D- D E G A- A B	8
"110110000101"	15	*	D-	other	D- other		D- 	C D- E- F- A C-	6
"001101011011"	35	E-M11/DaddB	E-	other	E- other	harmonic major scale	E- harmonic major scale	D E- F G A- B- B	7
"000000010111"	138	*	G	other	G other	major-second tetracluster	G major-second tetracluster	G A B- B	4
"010000001110"	149	*	A	major	A major	minor third tetracluster	A minor third tetracluster	C# G# A A#	4
"000001010111"	37	Gm9/FaddB,omitD	G	other	G other	tritone-contracting pentachord	G tritone-contracting pentachord	F G A B- B	5
"110100000111"	6	Adim/C-addB-,C-,D-	A	other	A other	combinatorial I (I11)	A combinatorial I (I11)	C D- E- A B- C-	6
"100010111100"	35	F#/ob9/CaddG#	F#	diminished	F# diminished		F# 	C E F# G G# A	6
"001000111110"	8	GmM9/DaddG#	G	minor	G minor	combinatorial RI (RI4)	G combinatorial RI (RI4)	D F# G G# A B-	6
"010011010101"	298	A9/C#addE#	A	other	A other	Scriabin's Mystic-chord	A Scriabin's Mystic-chord	C# E E# G A B	6
"000100001101"	1666	*	E-	other	E- other	all-interval tetrachord	E- all-interval tetrachord	E- G# A B	4
"000001111010"	14	G-M9/FaddG,omitD-	G-	major	G- major	major-second pentacluster	G- major-second pentacluster	F G- G A- B-	5
"010011011100"	23	A7/C#addE#,G#	A	other	A other	combinatorial I (I5)	A combinatorial I (I5)	C# E E# G G# A	6
"111010001011"	5	A-+/CaddB-,B,D-,D	A-	augmented	A- augmented		A- 	C D- D E A- B- B	7
"110010000100"	2975	Am/CaddC#	A	other	A other	major-minor tetramirror	A major-minor tetramirror	C C# E A	4
"101100011100"	43	A-maj7/CaddA,D	A-	major	A- major	combinatorial I (I11)	A- combinatorial I (I11)	C D E- G A- A	6
"101100101010"	163	A-9/CaddD	A-	major	A- major	augmented-eleventh	A- augmented-eleventh	C D E- G- A- B-	6
"011100001000"	107	C#poweraddD,D#	C#	other	C# other	perfect fourth tetramirror	C# perfect fourth tetramirror	C# D D# G#	4
"110011000010"	161	B-dim/CaddF	B-	other	B- other	Roma (Gypsy) pentachord	B- Roma (Gypsy) pentachord	C D- F- F B-	5
"010011101101"	16	F#m11/C#addE#	F#	minor	F# minor		F# 	C# E E# F# G# A B	7
"100101011001"	115	Fm9/CaddB	F	minor	F minor	combinatorial I (I11)	F combinatorial I (I11)	C E- F G A- B	6
"011110001011"	16	A#/ob9/C#addD#,D	A#	diminished	A# diminished		A# 	C# D D# E G# A# B	7
"101001011011"	52	Gm7/CaddA-,B	G	other	G other		G 	C D F G A- B- B	7
"110011111100"	95	D-mM7/CaddG,G-,A,F	D-	other	D- other		D- 	C D- F- F G- G A- A	8
"110010101110"	7	*	G-	other	G- other		G- 	C D- F- G- A- B-- B-	7
"111101010110"	16	Cm7addA,F,D-,D	C	minor	C minor	Spanish octatonic scale	C Spanish octatonic scale	C D- D E- F G A B-	8
"100011000001"	440	*	C	major	C major	double-fourth tetramirror	C double-fourth tetramirror	C E F B	4
"110011000001"	42	*	D-	other	D- other	Asian pentacluster	D- Asian pentacluster	C D- F- F C-	5
"000111001000"	74	*	F-	major	F- major	minor third tetracluster	F- minor third tetracluster	E- F- F A-	4
"000101001110"	83	*	F	other	F other	double-seconds triple-fourth pentachord	F double-seconds triple-fourth pentachord	E- F A- A B-	5
"001100110100"	155	*	E-	other	E- other	Roma (Gypsy) pentachord	E- Roma (Gypsy) pentachord	D E- G- G A	5
"000101000011"	447	*	C-	major	C- major	minor-second quartal tetrachord	C- minor-second quartal tetrachord	E- F B- C-	4
"000010000110"	1921	Apower/EaddB-	A	other	A other	tritone-fourth	A tritone-fourth	E A B-	3
"010001001010"	6103	A#m7/C#	A#	minor	A# minor	minor seventh chord	A# minor seventh chord	C# E# G# A#	4
"000010010100"	30330	Apower/EaddG	A	other	A other	incomplete dominant-seventh chord	A incomplete dominant-seventh chord	E G A	3
"011011000001"	115	Bdim/C#addE	B	diminished	B diminished	alternating pentachord	B alternating pentachord	C# D E F B	5
"011001100111"	34	B/o9/C#addA#,F#	B	other	B other		B 	C# D F F# A A# B	7
"101001000010"	10245	B-/C	B-	major	B- major	major-second major tetrachord	B- major-second major tetrachord	C D F B-	4
"100000110100"	3326	F#dim/CaddG	F#	diminished	F# diminished	minor-second diminished tetrachord	F# minor-second diminished tetrachord	C F# G A	4
"100101100110"	293	F7/CaddB-,G-	F	major	F major	combinatorial RI (RI9)	F combinatorial RI (RI9)	C E- F G- A B-	6
"111001001111"	5	B-m9/CaddA,B,D	B-	other	B- other		B- 	C D- D F A- A B- B	8
"001110001101"	105	*	E-	other	E- other	combinatorial I (I5)	E- combinatorial I (I5)	D E- E G# A B	6
"100110101100"	159	A-7/CaddA,E	A-	other	A- other	double-phrygian heachord	A- double-phrygian heachord	C E- E G- A- A	6
"001100000111"	16	*	B-	major	B- major	Asian pentacluster	B- Asian pentacluster	D E- A B- B	5
"010001110010"	121	F#maj7/C#addG	F#	major	F# major	diminished pentacluster	F# diminished pentacluster	C# E# F# G A#	5
"001000010101"	15512	G/DaddA	G	major	G major	major-second major tetrachord	G major-second major tetrachord	D G A B	4
"001011011100"	24	DdimaddG,A,E	D	other	D other		D 	D E F G A- A	6
"011110010000"	19	C#dimaddD,D#	C#	diminished	C# diminished	blues pentacluster	C# blues pentacluster	C# D D# E G	5
"100110100100"	1951	Ao7/CaddE	A	other	A other	diminished minor-ninth chord	A diminished minor-ninth chord	C E- E G- A	5
"010001100111"	15	F#mM7/C#addA#,B	F#	other	F# other	combinatorial I (I3)	F# combinatorial I (I3)	C# E# F# A A# B	6
"011110000110"	5	A/C#addA#,D#,D	A	major	A major	combinatorial I (I3)	A combinatorial I (I3)	C# D D# E A A#	6
"001000011011"	229	Gm/DaddB,A-	G	other	G other	major-minor-diminished pentachord	G major-minor-diminished pentachord	D G A- B- B	5
"000000001100"	12418	*	A	other	A other	interval class 1	A interval class 1	G# A	2
"001100011100"	12	*	E-	major	E- major	double pentacluster	E- double pentacluster	D E- G A- A	5
"000011010110"	314	EdimaddA,F	E	diminished	E diminished	locrian pentachord	E locrian pentachord	E F G A B-	5
"111001000110"	121	B-mM9/CaddD	B-	other	B- other	combinatorial P (P6)	B- combinatorial P (P6)	C D- D F A B-	6
"101000011000"	706	*	A-	major	A- major	minor-second quartal tetrachord	A- minor-second quartal tetrachord	C D G A-	4
"010100011100"	40	*	A	major	A major	asssymetric pentamirror	A asssymetric pentamirror	C# D# G G# A	5
"001111110001"	7	E-+M9/DaddF#,E	E-	augmented	E- augmented		E- 	D E- E F F# G B	7
"000000001111"	70	*	G#	minor	G# minor	chromatic tetramirror	G# chromatic tetramirror	G# A A# B	4
"000010010011"	1991	EdimaddB	E	other	E other	minor-diminished tetrachord	E minor-diminished tetrachord	E G B- B	4
"111001010001"	116	Gdom7dim5/CaddD	G	other	G other		G 	C D- D F G B	6
"101011110101"	99	CM13addF#	C	major	C major	Greek	C Greek	C D E F F# G A B	8
"111010100100"	244	*	D-	other	D- other		D- 	C D- D E F# A	6
"110010110101"	184	*	D-	other	D- other		D- 	C D- F- G- G A C-	7
"010101010000"	1301	D#9/C#	D#	major	D# major	whole-tone tetramirror	D# whole-tone tetramirror	C# D# E# F##	4
"101110010111"	17	A/o11/CaddE,B	A	other	A other		A 	C D E- E G A B- B	8
"011101000010"	64	A#m/C#addD,D#	A#	minor	A# minor	center-cluster pentachord	A# center-cluster pentachord	C# D D# E# A#	5
"110101010001"	5	CmM7addF,D-	C	minor	C minor	combinatorial I (I11)	C combinatorial I (I11)	C D- E- F G B	6
"001101101101"	44	*	E-	other	E- other	alternating heptachord	E- alternating heptachord	D E- F G- A- A B	7
"100000011001"	383	CpoweraddG#,B	C	other	C other	Arabian tetramirror	C Arabian tetramirror	C G G# B	4
"010001001110"	248	A+M7/C#addA#	A	augmented	A augmented	center-cluster pentamirror	A center-cluster pentamirror	C# E# G# A A#	5
"010100000110"	353	*	D#	other	D# other	all-interval tetrachord	D# all-interval tetrachord	C# D# A A#	4
"100100111101"	15	A-7/CaddG,A,B	A-	major	A- major	Debussy's heptatonic	A- Debussy's heptatonic	C E- G- G A- A B	7
"000011100101"	47	*	F	major	F major	double-seconds triple-fourth pentachord	F double-seconds triple-fourth pentachord	E F F# A B	5
"101011000101"	548	B/o11/C	B	diminished	B diminished	minor hexachord	B minor hexachord	C D E F A B	6
"100100100101"	2786	Ao7/C-addC-	A	other	A other	flat-ninth pentachord	A flat-ninth pentachord	C E- G- A C-	5
