0.263666	-0.307441	-0.236016	-0.490522	-0.136717	-0.613493	-0.538183	0.167376	-0.013573	-0.665742	-0.498107	-0.524329	-0.081942	-0.160728	0.237766	-0.010235	-0.160692	0.741116	-0.217610	-1.009712	0.234738	-0.322933	-0.017330	-0.065742	-0.352459	0.669145	-0.228201	0.057882	-0.463015	0.137619	0.278999	0.057354	0.039619	-0.056456	-0.542465	-0.281043	-0.356694	-0.093245	-0.044106	-0.065416	-0.235034	0.313511	-0.415784	0.435086	-0.068298	0.243530	-0.392842	0.210188	-0.367271	0.644452	-0.110509	-0.420298	0.064804	-0.008256	-0.048126	0.325782	0.098149	-0.038565	-0.013981	-0.480946	-0.435354	-0.535145	0.440290	-0.134399	1.025289	-0.356046	-0.251525	-0.816569	0.168042	-0.650196	0.005850	0.250838	-0.253060	0.295311	0.019975	0.151399	0.256261	0.581271	-0.422800	-0.180886	-0.545381	0.034378	0.056620	-0.518631	0.287382	-0.104470	0.092258	0.200890	0.252349	0.882037	-0.159340	-0.582143	-0.233092	-0.138358	0.374102	0.251438	-0.364546	-0.546154	-0.484361	0.009954
-0.257458	-0.087515	0.214911	-0.363562	0.159831	0.245766	0.208652	0.429160	-0.188065	-0.088704	-0.052052	-0.721848	-0.059627	0.007172	-0.261112	0.146517	0.432272	0.392726	0.613141	0.112200	-0.540861	-0.138994	-0.175614	-0.660728	-0.119643	0.118784	-0.039981	-0.145503	-0.343144	0.451130	-0.107779	-0.062643	0.019054	0.097725	-0.141249	-0.723436	-0.123651	0.127888	-0.435803	0.414755	0.088911	-0.375141	-0.628979	0.340377	-0.365084	-0.358654	0.548824	-0.262783	0.670374	-0.121352	-0.368070	0.301401	0.016514	0.258978	-0.588995	-0.350327	1.097386	0.171400	0.583412	0.347758	-0.246291	0.486907	0.083188	-0.239504	-0.009276	0.221228	-0.179390	-0.257530	-0.655666	-0.320660	-0.952983	0.139083	-0.268691	-0.297727	-0.150394	0.484574	0.024308	-0.318687	-0.365076	0.261063	0.307926	-0.012502	-0.105706	-0.363671	0.166783	0.010211	0.992315	-0.268247	0.085893	-0.217546	-0.329071	-0.386162	0.322000	0.397972	0.498876	0.196395	-0.308381	0.769594	-0.270816	-0.124165
0.050637	-0.120470	0.249711	-0.008515	-0.007018	0.096994	0.003901	0.154970	-0.068763	-0.189750	-0.221412	-0.413743	0.106708	-0.170143	-0.016075	0.062213	0.434524	0.095708	0.506363	-0.387791	-0.169419	-0.096824	0.244606	-0.569990	0.298194	-0.314798	-0.758197	0.073262	-0.189306	0.298011	-0.137782	-0.106716	0.012539	0.016754	-0.022860	0.124983	-0.048920	0.144753	-0.045706	0.013778	0.206538	0.334282	-0.317930	0.216813	-0.557498	0.033059	0.072918	0.112449	0.418090	0.230607	-0.457634	0.210993	0.295468	-0.220515	-0.468346	0.234207	0.388933	-0.028962	0.118746	0.039124	-0.131026	0.226499	0.057564	0.042425	0.262466	0.033732	0.031563	-0.357767	-0.158476	-0.488291	-0.042250	0.125605	-0.022046	-0.423710	-0.192870	0.060246	-0.166157	-0.251340	0.107179	0.376088	-0.011186	0.008139	-0.079589	-0.063001	-0.122162	0.128592	0.104046	-0.485341	-0.175783	-0.229859	0.014519	-0.317749	0.137975	0.283237	0.304944	0.136828	-0.360444	0.732335	-0.121572	-0.065281
-0.773434	0.012512	0.263184	-0.024557	1.180428	0.254367	0.013224	0.499160	-0.285741	0.081690	0.193913	-0.479527	0.110405	0.058835	0.083056	0.311688	0.410619	0.041805	0.442371	-0.142937	-0.264349	-0.575856	-0.132983	-0.023214	0.071900	0.340293	-0.593051	0.276949	-0.431715	0.333579	-0.238071	-0.024702	-0.149091	-0.050462	0.016893	-0.249169	0.315527	0.465467	-0.050032	0.173356	-0.030741	0.242625	0.312373	0.349591	-0.225146	-0.220442	0.305322	0.420755	0.474682	-0.006695	-0.823021	0.338356	-0.020314	-0.356498	-0.515521	0.069243	0.560714	0.092137	0.337594	0.435469	0.158157	0.099253	0.129152	-0.220322	0.176892	0.274911	0.082638	-0.611886	-0.127109	-0.712591	0.237986	-0.290895	-0.472254	0.116864	-0.606620	0.528626	-0.007096	-0.324041	-0.034991	-0.112449	0.095393	-0.028861	-0.168833	-0.094996	0.376964	0.140793	-0.096976	-0.629782	-0.427335	-0.042782	0.264992	-0.255180	0.072309	0.714035	0.339827	0.250660	0.061820	0.748133	0.004290	0.240813
-0.453902	0.302330	0.379477	-0.048876	0.644784	0.150687	0.267202	0.340636	-0.162517	-0.070937	-0.788082	-0.151772	0.796747	0.121267	0.412408	0.683054	0.609033	0.688742	0.801019	-0.489535	0.491652	0.632846	0.916872	-0.635312	-0.057478	0.007099	-0.393343	0.100698	-0.401650	0.134860	-0.965533	-0.128567	-0.428557	-0.263703	-0.159920	-0.304496	0.381804	0.669479	0.238577	0.131001	0.328520	0.132265	-0.452599	0.215830	-0.931623	-0.075802	0.156058	0.340276	0.811795	0.339188	-0.357039	0.038281	-0.267964	0.456125	-0.494102	-0.077873	0.700395	0.233023	-0.098806	-0.222193	0.326678	0.365215	-0.122539	-0.725168	0.087042	-0.070287	-0.084417	-0.512430	0.744344	-0.681245	-0.185815	-0.566988	-0.527235	-0.658143	-0.108924	0.210470	0.896019	-0.797925	-0.035800	0.577660	-0.423697	0.376751	-0.043174	0.644669	-0.226251	0.244166	-0.067244	-0.465265	0.226333	-0.445576	0.040701	-0.399984	0.669675	0.752614	0.044438	0.503052	0.528673	0.704323	-0.278092	-0.370104
0.248973	-0.165736	0.056798	-0.163347	-0.229428	-0.411955	-0.748870	-0.316680	0.124422	0.124361	0.051068	-0.849412	-0.566224	0.301921	-0.479650	-0.369100	0.620826	-0.573585	0.096483	-0.149432	-0.652507	-0.206700	0.708326	0.864874	-0.383187	0.409774	-0.133800	-0.207964	-0.146751	-0.036931	-0.063797	0.190507	-0.362819	0.467423	-0.379343	-0.699554	0.137676	-0.671151	-0.761915	0.337519	-0.206791	0.789267	0.898714	0.147216	0.091385	0.095082	-0.150217	0.377337	0.864824	0.123479	-0.079059	0.200670	-0.231261	-0.265604	0.726644	0.006715	0.706267	-0.187508	0.367226	-0.414390	0.186790	-0.234891	0.427869	-0.356008	0.231565	-0.538882	-0.243154	0.278281	0.651076	0.093045	0.030502	-0.091995	-0.177019	0.631174	0.285332	-0.067642	0.036731	-0.089051	-0.223081	0.134045	-0.058795	0.033311	-0.107259	-0.030915	0.338667	0.129992	0.295234	-0.058588	-0.153509	0.150212	0.087798	-0.319825	0.466221	-0.366246	0.531489	0.713127	-0.258837	0.838140	-1.318657	0.171007
0.110664	-0.192135	0.041902	-0.084411	-0.756715	-0.086231	-0.408276	-0.827131	-0.326032	0.160380	-0.293403	-0.508538	-0.011056	0.233107	-0.446362	-0.681121	-0.240835	0.193153	0.165492	-0.584553	0.417493	0.127563	0.824302	-0.170307	-0.651422	0.198482	0.387550	0.191635	0.238949	0.321571	-0.593596	-0.104481	0.057589	0.151654	0.063677	0.059037	0.281491	-0.359939	0.332795	0.056446	0.969514	0.430254	0.243235	-0.069971	0.386161	-0.091972	0.227906	0.200073	0.081722	0.423669	-0.549822	0.178495	-0.381327	-0.529924	0.161131	-0.130177	-0.663786	0.053543	0.208997	0.040988	-0.028824	0.353255	0.217191	-0.084831	0.430215	-0.267576	-0.325253	-0.243400	0.161106	0.174690	-0.041245	0.376859	-0.072253	-0.218258	0.411135	-0.099809	-0.053759	-0.120468	-0.656807	0.482067	-0.234621	0.259045	-0.431496	-0.148025	0.712820	0.155241	-0.025013	-0.274207	0.200197	0.123552	0.132569	-0.124521	0.818305	-0.300664	0.415071	0.513625	0.198059	0.342893	0.274116	-0.195773
-0.411585	-0.428490	0.154019	-0.126712	-0.063770	-0.115183	0.314978	0.177152	-0.007625	-0.530045	-0.166289	-0.507443	0.286695	-0.666604	-0.264899	-0.095075	0.076456	0.723270	0.188048	-0.671084	0.051677	0.689083	0.325793	-0.598157	-0.276578	-0.101647	-0.515790	0.479741	-0.285762	0.028615	-0.137338	-0.401648	0.300780	0.238817	-0.139703	-0.231339	-0.190244	0.196917	-0.223546	0.125630	0.506328	-0.223246	-0.485960	0.777755	-0.621918	0.290156	0.099410	0.173310	0.237724	0.346838	-0.178412	0.085125	-0.195307	-0.339407	-0.327735	-0.053737	0.115190	-0.026961	0.168522	-0.518208	-0.210452	0.151691	-0.429477	-0.216193	0.842575	0.015934	-0.098921	-0.026165	-0.025862	-0.066997	0.030433	0.263105	0.399326	-0.326351	0.067682	-0.143066	0.173278	-0.228080	-0.407144	-0.181712	-0.240289	0.106070	0.100227	-0.155425	0.358679	0.368297	0.060230	0.484836	-0.016364	0.234422	0.163975	-0.038933	-0.268646	-0.011638	0.250111	0.662448	-0.671616	-0.335481	-0.383537	-0.373403
0.089803	-0.077949	0.224302	-0.007577	0.113492	0.154249	-0.135643	0.103291	-0.413765	-0.205225	0.009556	-0.127989	-0.112150	-0.027721	0.174145	0.061758	0.726551	0.172520	0.236019	-0.314181	-0.233527	-0.008429	-0.102403	-0.602934	0.181736	-0.349006	-0.622465	0.401820	-0.130459	0.323024	-0.368543	0.201577	-0.173644	-0.286836	0.024762	-0.053942	0.012024	0.236488	0.176298	-0.073648	0.057454	0.210926	-0.288980	0.074650	-0.404635	-0.113146	0.179476	0.196584	0.608231	0.227923	-0.257154	0.298139	0.123945	-0.211680	-0.496480	0.032704	0.321999	0.068985	0.140811	0.052378	-0.021780	0.479562	0.197750	0.196207	0.110273	0.049978	0.269505	-0.314320	-0.165688	-0.384632	-0.175546	0.193456	-0.211343	-0.363458	-0.181612	0.040662	-0.020662	-0.185877	0.270180	-0.060784	0.017549	0.208992	-0.324862	-0.248988	-0.201080	0.174073	0.544752	-0.312438	-0.178999	-0.223202	0.007309	-0.184338	0.204664	0.445820	0.404354	0.207230	-0.340379	0.834071	0.013509	-0.041694
-0.040847	-0.192321	-0.247940	-0.318854	0.783379	-0.330873	-0.215437	-0.100876	0.137634	0.122084	-0.855159	-1.136348	0.351418	0.789842	0.141492	-0.395036	0.070952	-0.164358	-0.231687	-0.547313	0.003980	-0.369903	0.024153	0.129779	-0.394864	-0.059844	-0.048587	-0.239906	-0.366424	-0.856906	0.214765	-0.121169	0.362572	-0.422549	0.408065	-0.283794	-0.393174	-0.870365	-0.146409	-0.070816	-0.388073	0.011373	-0.678463	0.164933	0.066646	-0.920823	-0.340903	0.059074	-0.107307	0.413656	-0.603669	-0.179785	0.079474	-0.238529	-0.600869	0.193115	0.731349	-0.012056	0.537580	1.052308	-0.187595	-0.398294	-0.127876	-0.448199	0.188031	0.277548	-0.713328	-0.519662	0.107207	-0.112434	-0.371959	-0.149523	-0.181959	0.523704	0.127982	0.563702	0.116936	0.288812	-0.177334	0.734266	-0.194202	0.021019	-0.425676	-0.174500	0.199998	0.800491	-0.093169	-0.387287	-0.197349	0.426785	-0.028222	-0.355797	0.601225	0.019227	0.234051	0.209080	-0.277793	0.379980	-0.252676	0.481372
