-0.466700 -0.151713 0.149988 -0.028847 -0.378549 -0.486533 -0.600883 0.396179 0.379171 -0.625012 0.463862 -0.501895 -0.078346 -0.358638 0.215156 -0.774896 -0.187832 0.070802 0.700539 0.216070 -0.403075 -0.080441 0.196734 0.379651 -0.308552 -0.195624 -0.292907 0.080619 0.543281 -0.321612 0.617605 0.074652 0.157412 0.189007 -0.186885 -0.280781 -0.438532 0.372082 0.249161 0.221125 -0.274077 0.509824 0.740127 -0.319147 0.146230 -0.348782 -0.079279 0.111696 0.382349 0.448061 -0.678018 -0.683405 -0.301289 0.206321 0.136929 0.151052 0.821716 -0.248926 0.001815 0.577211 0.241987 -0.172588 0.244563 -0.045453 0.320854 -0.182164 0.205808 0.089071 -0.252035 -0.028100 -0.400512 -0.581768 0.421525 -0.306396 0.034419 0.735189 0.556640 -0.423032 -0.283083 -0.587168 0.404841 -0.400239 -0.013737 -0.433430 0.423759 0.149664 0.614587 -0.027299 -0.199940 -0.153601 -0.122185 -0.969318 -0.209069 0.218106 0.205362 0.569566 -0.212756 -0.249125 -0.522847 0.326742
0.184442 0.105868 -0.117954 0.026067 -0.135103 0.172909 -0.623172 -0.278545 0.047082 0.166817 -0.026511 -0.294018 0.174946 0.559398 0.154914 0.138852 0.375530 0.367581 0.065239 0.258453 0.192685 0.079023 0.068792 -0.303765 -0.440157 0.146784 -0.759798 -0.092323 0.458668 0.162184 0.240351 0.263220 -0.127523 -0.079315 -0.016750 -0.050065 -0.173110 0.142793 0.461904 0.402735 0.070892 0.164827 0.906156 -0.569071 -0.306139 -0.403044 -0.009143 -0.317370 0.700847 -0.508043 -0.313412 -0.210439 0.156116 0.346760 0.368023 0.067329 0.461976 0.132385 0.156973 0.165615 -0.346601 -0.180146 -0.330142 0.400231 0.065010 -0.464027 0.378747 -0.309500 0.206785 -0.213570 -0.027968 0.311850 0.159905 0.175849 0.031853 0.073189 0.188085 0.356948 -0.112663 0.119552 0.341475 -0.535925 -0.334904 -0.512646 -0.110155 0.089069 0.326142 -0.158598 -0.276280 -0.547180 0.313933 -0.232034 0.352201 -0.164335 -0.231269 0.445100 -0.283567 -0.101486 -0.138164 -0.006215
0.398015 0.001679 0.895104 0.222208 -0.235904 -0.014647 -0.175086 0.004394 -0.917948 -0.018772 0.475600 -0.078147 0.252132 0.272605 -0.133936 0.435356 0.614257 0.282469 0.102928 0.270534 -0.631645 0.139973 -0.083362 -0.188763 -0.355259 0.014375 -0.509730 -0.356193 0.052064 0.489674 0.182250 -0.041122 0.112570 0.268793 0.247508 -0.477970 -0.459923 -0.394802 0.245627 -0.234175 0.011423 -0.311458 -0.070219 0.368562 -0.078504 -0.460287 0.291175 -0.025040 0.059546 -0.198244 -0.060965 -0.034894 0.191236 -0.895090 -0.348566 -0.363285 0.076730 -0.040470 0.466023 -0.204433 -0.140388 -0.267169 0.189482 0.143635 0.496731 -0.086563 0.446997 0.286096 0.278178 0.399792 0.092768 0.028997 -0.014062 0.165751 0.118441 0.328193 0.626753 -0.121261 -0.038311 0.349357 0.119309 0.003046 -0.014427 0.330136 0.604499 0.513389 0.004978 -0.038132 0.222107 -0.449210 0.161271 0.565651 0.220837 -0.152687 0.429672 0.214195 -0.048774 -0.240848 -0.291559 -0.003826
0.322244 -0.012138 0.265848 0.059535 -0.128499 0.386858 -0.153247 -0.138291 -0.188304 -0.196255 -0.043168 -0.102512 0.341386 0.331520 0.059693 0.410829 0.650102 0.490538 0.255293 0.185695 -0.067907 0.338685 0.047794 -0.274608 -0.360232 0.399706 -0.273649 -0.358198 0.311348 0.128655 -0.159642 0.418211 -0.370336 0.065181 0.134049 0.083753 -0.277355 -0.071416 0.114340 0.241171 -0.025683 -0.124961 0.227636 -0.361577 0.021159 -0.524114 -0.078434 0.177544 0.042577 -0.455237 0.012313 0.025894 -0.194255 -0.201797 -0.083445 -0.380466 0.434143 0.571341 0.182949 -0.071491 -0.320773 -0.111565 -0.053826 -0.098582 -0.030191 -0.207462 0.191566 -0.002378 -0.215899 0.017352 0.118739 0.235029 -0.292112 -0.086786 0.050170 0.051910 -0.077764 0.074439 -0.175938 -0.065100 -0.011953 -0.282299 -0.175368 -0.144290 -0.282609 -0.212760 0.607880 0.117138 -0.059037 0.144228 0.090265 0.587664 0.285026 0.018773 0.045768 0.103874 0.132984 0.075275 -0.232293 -0.043037
-0.178877 0.202759 0.241794 0.076916 -0.068477 0.096857 -0.368174 -0.117510 -0.259754 -0.209842 -0.008894 -0.323374 0.181046 0.257996 0.118308 0.387532 0.136903 0.295637 0.337438 0.263493 0.087178 0.555369 -0.004268 -0.058213 -0.070513 0.110837 -0.634471 0.310499 0.052779 -0.253388 0.125229 0.254131 -0.109233 0.167265 0.039833 -0.041990 -0.245723 -0.053531 0.286838 0.318674 0.209706 0.296784 0.302086 0.118647 -0.122838 0.032109 0.072809 -0.111064 0.722981 0.074744 -0.062073 -0.230089 -0.035759 -0.123956 -0.113180 -0.217657 0.140556 0.056938 0.067565 -0.141030 -0.323025 -0.245300 -0.601239 0.373474 0.086963 -0.085014 -0.052032 0.067693 -0.302412 0.113456 -0.295215 -0.114107 -0.036284 -0.058905 -0.174427 0.030389 0.153091 -0.003630 -0.181721 -0.203616 0.065789 0.190395 -0.225331 -0.380484 0.032942 0.011026 0.396327 0.153311 -0.027329 -0.014314 0.563590 -0.224972 0.291315 -0.034771 -0.110817 0.236352 -0.123195 -0.161631 -0.180323 -0.051645
0.164627 0.037084 0.580678 0.373831 -0.269340 -0.026804 0.005955 0.101280 -0.356102 0.142065 0.359767 -0.453693 0.030642 -0.200789 -0.006782 -0.308539 0.139504 0.228426 0.286677 -0.168749 -0.204935 0.364130 0.266675 -0.079991 -0.214290 -0.130959 -0.347624 -0.168983 -0.027478 0.107715 -0.020276 -0.378955 0.359351 0.244175 0.087862 -0.028793 -0.079375 0.091738 0.198663 -0.121678 0.282568 0.156167 -0.056493 0.254283 -0.402799 -0.116745 -0.043658 0.486310 0.176787 -0.089798 0.157633 0.184409 -0.226262 -0.272267 -0.167541 -0.261547 -0.157537 -0.129014 0.033398 0.019836 0.153083 -0.119215 0.069596 0.146939 0.629735 -0.153974 0.309826 0.171248 -0.107717 0.309822 -0.370072 -0.199820 -0.333903 0.188270 0.360685 0.191819 0.415827 -0.241267 -0.254779 -0.214947 0.165820 0.282827 0.109724 0.132139 0.651345 -0.137319 0.362359 0.110766 0.462456 -0.108923 -0.182035 0.176799 0.279230 0.063738 0.010300 -0.139515 -0.330993 -0.130158 -0.070843 -0.034409
0.116362 0.091939 -0.207926 0.092837 -0.171157 0.374750 -0.244162 0.041475 -0.065466 0.069462 0.071782 -0.281471 -0.189754 0.004688 0.086985 -0.049382 0.164620 0.136986 -0.320399 0.064990 0.378757 -0.206219 0.094172 -0.074821 -0.243964 0.145574 -0.328020 0.290554 0.144243 0.070696 0.152353 0.144920 -0.406241 0.007876 0.097996 0.038860 -0.088614 0.258535 0.086823 0.060898 -0.066851 0.004018 0.684031 -0.064633 0.233689 -0.390226 -0.005130 0.000135 0.064374 -0.227779 0.005051 -0.182499 -0.210645 -0.024530 0.152890 0.091934 0.617492 0.070131 -0.067263 0.478708 -0.203429 -0.107556 -0.242760 0.283281 0.198494 -0.180462 0.130538 -0.022776 0.110678 -0.324332 -0.033778 0.111667 -0.018279 0.362445 -0.035961 0.030244 -0.017553 0.323898 0.019874 0.022508 0.229409 0.037681 -0.159512 -0.181391 -0.189147 -0.181052 -0.202829 -0.144983 -0.053756 -0.142970 0.137435 -0.272569 0.268349 -0.015041 -0.143178 0.315115 -0.079567 -0.050323 0.136474 -0.100959
-0.066841 0.022032 -0.581006 0.343320 -0.036552 0.129968 -0.367779 0.206648 0.275486 -0.053211 0.265574 -0.405317 -0.037446 0.246689 -0.035564 -0.266143 0.016164 0.238491 -0.194877 0.221300 0.179190 -0.275838 0.086421 -0.102258 -0.436376 0.114455 -0.449424 0.310548 -0.209970 -0.122929 -0.045218 0.360562 -0.400630 0.279227 0.144056 0.101348 -0.087758 0.202808 0.067223 0.204626 -0.016887 -0.222506 0.447208 -0.185097 -0.049298 -0.380562 -0.104310 0.040177 0.224951 -0.253650 0.022217 -0.330855 -0.265838 -0.172514 -0.056937 0.094510 0.551213 0.111701 -0.121954 0.352719 -0.282804 -0.222795 -0.204597 0.165730 0.283847 -0.000574 0.008695 -0.012032 0.020336 -0.343259 -0.082568 -0.081029 -0.335948 0.405866 0.110438 0.251029 0.113578 0.353009 -0.093196 0.114323 0.169974 0.082444 -0.398238 -0.023082 -0.069248 0.218950 -0.287245 0.085197 -0.190054 -0.221383 0.156330 -0.563430 0.269757 0.156127 -0.300559 0.483438 0.124734 0.008354 0.344473 -0.027289
-0.054692 0.112989 0.232038 0.207361 0.012526 0.133975 -0.136166 0.125466 -0.148019 0.333119 0.281631 -0.166699 0.037561 0.057625 0.055485 0.164262 0.249361 0.383935 -0.133464 -0.212766 -0.173580 -0.033085 -0.047157 -0.042758 -0.337074 -0.126712 -0.332097 -0.012624 0.117805 -0.014564 -0.169069 0.453675 -0.114355 0.203084 0.033789 0.145813 -0.031035 0.138597 0.314783 -0.038320 -0.171764 -0.347503 0.291994 -0.319713 -0.079678 -0.321204 -0.179017 0.196633 0.055681 -0.107217 -0.149244 -0.021297 0.070024 -0.122431 -0.081219 -0.196204 0.314947 -0.043221 -0.079106 0.101363 -0.054866 -0.097342 -0.074906 0.073002 0.137582 -0.048815 0.332346 -0.103929 -0.052572 -0.197104 -0.149702 -0.069189 -0.026646 -0.136599 0.128374 0.125153 0.136223 0.147400 -0.059132 -0.067595 -0.148164 -0.354673 -0.070788 -0.105433 0.063967 -0.123245 0.148116 -0.270496 0.193681 -0.127106 -0.000680 0.260587 0.098657 -0.108128 0.014455 0.034834 -0.002947 0.091670 -0.038986 -0.027333
0.042508 -0.171939 0.053082 -0.178426 0.056430 -0.050215 -0.377529 0.345739 -0.056274 -0.227574 -0.045947 -0.363180 0.061162 0.255139 0.161443 -0.131289 0.097655 0.329101 -0.062969 0.061343 -0.107416 -0.045206 -0.055431 -0.044161 -0.204044 0.097221 -0.354552 -0.079568 0.190900 -0.035090 0.207816 0.012843 -0.016834 0.078251 -0.177348 0.153940 -0.196882 0.217910 0.078082 0.152755 -0.085059 0.094887 0.603268 -0.271977 -0.127948 0.027884 -0.237864 -0.288617 0.186688 -0.239515 -0.101887 -0.408303 -0.097852 0.333133 0.325760 0.028252 0.369777 0.316637 0.222827 0.334110 -0.208901 0.001743 -0.062178 0.078099 0.027183 -0.203683 0.459345 -0.303401 0.263440 -0.520292 0.119062 0.243138 0.334359 0.034917 0.050444 0.411678 0.332381 -0.174110 -0.044783 -0.205705 -0.075272 -0.492516 -0.143249 -0.385484 0.185636 -0.185038 0.202786 0.101289 -0.214711 -0.227293 0.162786 -0.014926 0.039549 -0.238630 0.179806 0.286373 -0.364250 0.122776 -0.099066 0.240035
